ModelID,ModelType,ArenaScore,ServerID,ModelTypeName,ModelInstanceID,CostPerToken
126,1,0.488,Server3_56,ChatGPT,model_Server3_56_126,0.0015
127,1,0.488,Server3_75,ChatGPT,model_Server3_75_127,0.0015
128,1,0.484,Server3_6,ChatGPT,model_Server3_6_128,0.0015
129,1,0.48,Server3_97,ChatGPT,model_Server3_97_129,0.0015
130,1,0.48,Server3_67,ChatGPT,model_Server3_67_130,0.0015
131,1,0.475,Server3_95,ChatGPT,model_Server3_95_131,0.0015
132,1,0.475,Server3_9,ChatGPT,model_Server3_9_132,0.0015
133,1,0.473,Server3_79,ChatGPT,model_Server3_79_133,0.0015
134,1,0.469,Server3_77,ChatGPT,model_Server3_77_134,0.0015
135,1,0.459,Server3_21,ChatGPT,model_Server3_21_135,0.0015
136,1,0.459,Server3_64,ChatGPT,model_Server3_64_136,0.0015
137,1,0.456,Server3_31,ChatGPT,model_Server3_31_137,0.0015
138,1,0.456,Server3_49,ChatGPT,model_Server3_49_138,0.0015
139,1,0.455,Server3_19,ChatGPT,model_Server3_19_139,0.0015
140,1,0.452,Server3_14,ChatGPT,model_Server3_14_140,0.0015
141,1,0.445,Server3_38,ChatGPT,model_Server3_38_141,0.0015
142,1,0.445,Server3_40,ChatGPT,model_Server3_40_142,0.0015
143,1,0.439,Server3_91,ChatGPT,model_Server3_91_143,0.0015
144,1,0.434,Server3_59,ChatGPT,model_Server3_59_144,0.0015
145,1,0.433,Server3_12,ChatGPT,model_Server3_12_145,0.0015
146,1,0.43,Server3_96,ChatGPT,model_Server3_96_146,0.0015
147,1,0.43,Server3_28,ChatGPT,model_Server3_28_147,0.0015
148,1,0.427,Server3_98,ChatGPT,model_Server3_98_148,0.0015
149,1,0.425,Server3_29,ChatGPT,model_Server3_29_149,0.0015
150,1,0.423,Server3_75,ChatGPT,model_Server3_75_150,0.0015
151,1,0.42,Server3_21,ChatGPT,model_Server3_21_151,0.0015
152,1,0.417,Server3_40,ChatGPT,model_Server3_40_152,0.0015
153,1,0.413,Server3_52,ChatGPT,model_Server3_52_153,0.0015
154,1,0.413,Server3_31,ChatGPT,model_Server3_31_154,0.0015
155,1,0.411,Server3_71,ChatGPT,model_Server3_71_155,0.0015
156,1,0.406,Server3_76,ChatGPT,model_Server3_76_156,0.0015
157,1,0.398,Server3_88,ChatGPT,model_Server3_88_157,0.0015
158,1,0.397,Server3_58,ChatGPT,model_Server3_58_158,0.0015
159,1,0.388,Server3_87,ChatGPT,model_Server3_87_159,0.0015
160,1,0.384,Server3_75,ChatGPT,model_Server3_75_160,0.0015
161,1,0.381,Server3_82,ChatGPT,model_Server3_82_161,0.0015
162,1,0.38,Server3_95,ChatGPT,model_Server3_95_162,0.0015
163,1,0.38,Server3_40,ChatGPT,model_Server3_40_163,0.0015
164,1,0.378,Server3_62,ChatGPT,model_Server3_62_164,0.0015
165,1,0.372,Server3_95,ChatGPT,model_Server3_95_165,0.0015
166,1,0.372,Server3_39,ChatGPT,model_Server3_39_166,0.0015
167,1,0.372,Server3_28,ChatGPT,model_Server3_28_167,0.0015
168,1,0.369,Server3_86,ChatGPT,model_Server3_86_168,0.0015
169,1,0.367,Server3_23,ChatGPT,model_Server3_23_169,0.0015
170,1,0.366,Server3_60,ChatGPT,model_Server3_60_170,0.0015
171,1,0.347,Server3_17,ChatGPT,model_Server3_17_171,0.0015
172,1,0.341,Server3_67,ChatGPT,model_Server3_67_172,0.0015
173,1,0.338,Server3_18,ChatGPT,model_Server3_18_173,0.0015
174,1,0.327,Server3_62,ChatGPT,model_Server3_62_174,0.0015
175,1,0.322,Server3_15,ChatGPT,model_Server3_15_175,0.0015
176,1,0.319,Server3_31,ChatGPT,model_Server3_31_176,0.0015
177,1,0.297,Server3_95,ChatGPT,model_Server3_95_177,0.0015
178,1,0.295,Server3_12,ChatGPT,model_Server3_12_178,0.0015
179,1,0.259,Server3_21,ChatGPT,model_Server3_21_179,0.0015
180,1,0.244,Server3_10,ChatGPT,model_Server3_10_180,0.0015
181,1,0.208,Server3_4,ChatGPT,model_Server3_4_181,0.0015
182,1,0.202,Server3_36,ChatGPT,model_Server3_36_182,0.0015
183,1,0.195,Server3_18,ChatGPT,model_Server3_18_183,0.0015
184,1,0.192,Server3_84,ChatGPT,model_Server3_84_184,0.0015
185,1,0.159,Server3_11,ChatGPT,model_Server3_11_185,0.0015
186,1,0.147,Server3_13,ChatGPT,model_Server3_13_186,0.0015
187,1,0.125,Server3_62,ChatGPT,model_Server3_62_187,0.0015
188,1,0.108,Server3_31,ChatGPT,model_Server3_31_188,0.0015
189,1,0.064,Server3_40,ChatGPT,model_Server3_40_189,0.0015
190,1,0.036,Server3_12,ChatGPT,model_Server3_12_190,0.0015
191,1,0.0,Server3_21,ChatGPT,model_Server3_21_191,0.0015
192,2,0.865,Server3_13,GPT-4,model_Server3_13_192,0.03
193,2,0.835,Server3_51,GPT-4,model_Server3_51_193,0.03
194,2,0.83,Server3_37,GPT-4,model_Server3_37_194,0.03
195,2,0.828,Server3_52,GPT-4,model_Server3_52_195,0.03
196,2,0.813,Server3_3,GPT-4,model_Server3_3_196,0.03
197,2,0.775,Server3_97,GPT-4,model_Server3_97_197,0.03
198,2,0.754,Server3_62,GPT-4,model_Server3_62_198,0.03
199,2,0.718,Server3_79,GPT-4,model_Server3_79_199,0.03
200,2,0.691,Server3_16,GPT-4,model_Server3_16_200,0.03
201,2,0.656,Server3_36,GPT-4,model_Server3_36_201,0.03
202,2,0.599,Server3_93,GPT-4,model_Server3_93_202,0.03
203,2,0.416,Server3_74,GPT-4,model_Server3_74_203,0.03
204,2,0.41,Server3_48,GPT-4,model_Server3_48_204,0.03
205,2,0.131,Server3_17,GPT-4,model_Server3_17_205,0.03
206,2,0.103,Server3_40,GPT-4,model_Server3_40_206,0.03
207,2,0.891,Server3_49,GPT-4,model_Server3_49_207,0.03
208,2,0.871,Server3_65,GPT-4,model_Server3_65_208,0.03
209,2,0.821,Server3_17,GPT-4,model_Server3_17_209,0.03
210,2,0.812,Server3_92,GPT-4,model_Server3_92_210,0.03
211,2,0.762,Server3_41,GPT-4,model_Server3_41_211,0.03
212,2,0.658,Server3_27,GPT-4,model_Server3_27_212,0.03
213,2,0.624,Server3_67,GPT-4,model_Server3_67_213,0.03
214,2,0.595,Server3_6,GPT-4,model_Server3_6_214,0.03
215,2,0.594,Server3_83,GPT-4,model_Server3_83_215,0.03
216,2,0.576,Server3_83,GPT-4,model_Server3_83_216,0.03
217,2,0.574,Server3_60,GPT-4,model_Server3_60_217,0.03
218,2,0.417,Server3_89,GPT-4,model_Server3_89_218,0.03
219,2,0.39,Server3_6,GPT-4,model_Server3_6_219,0.03
220,2,0.247,Server3_5,GPT-4,model_Server3_5_220,0.03
221,2,0.067,Server3_49,GPT-4,model_Server3_49_221,0.03
222,3,0.417,Server3_22,GPT-4v,model_Server3_22_222,0.06
223,3,0.417,Server3_72,GPT-4v,model_Server3_72_223,0.06
224,3,0.615,Server3_62,GPT-4v,model_Server3_62_224,0.06
225,3,0.739,Server3_48,GPT-4v,model_Server3_48_225,0.06
226,3,0.835,Server3_3,GPT-4v,model_Server3_3_226,0.06
227,3,0.759,Server3_22,GPT-4v,model_Server3_22_227,0.06
228,1,0.594,Server3_60,ChatGPT,model_Server3_60_228,0.0015
229,1,0.942,Server3_13,ChatGPT,model_Server3_13_229,0.0015
230,1,0.669,Server3_83,ChatGPT,model_Server3_83_230,0.0015
231,1,0.623,Server3_91,ChatGPT,model_Server3_91_231,0.0015
232,1,0.43,Server3_68,ChatGPT,model_Server3_68_232,0.0015
233,3,0.759,Server3_18,GPT-4v,model_Server3_18_233,0.06
234,1,0.413,Server3_81,ChatGPT,model_Server3_81_234,0.0015
235,2,0.103,Server3_66,GPT-4,model_Server3_66_235,0.03
236,1,0.684,Server3_84,ChatGPT,model_Server3_84_236,0.0015
237,1,0.8,Server3_79,ChatGPT,model_Server3_79_237,0.0015
238,1,0.552,Server3_60,ChatGPT,model_Server3_60_238,0.0015
239,1,0.558,Server3_80,ChatGPT,model_Server3_80_239,0.0015
240,1,0.397,Server3_57,ChatGPT,model_Server3_57_240,0.0015
241,1,0.739,Server3_50,ChatGPT,model_Server3_50_241,0.0015
242,2,0.39,Server3_93,GPT-4,model_Server3_93_242,0.03
243,1,0.75,Server3_32,ChatGPT,model_Server3_32_243,0.0015
244,1,0.603,Server3_63,ChatGPT,model_Server3_63_244,0.0015
245,1,0.702,Server3_84,ChatGPT,model_Server3_84_245,0.0015
246,1,0.695,Server3_9,ChatGPT,model_Server3_9_246,0.0015
247,1,0.341,Server3_15,ChatGPT,model_Server3_15_247,0.0015
248,3,0.417,Server3_77,GPT-4v,model_Server3_77_248,0.06
249,1,0.8,Server3_3,ChatGPT,model_Server3_3_249,0.0015
250,1,0.455,Server3_81,ChatGPT,model_Server3_81_250,0.0015
251,1,0.208,Server3_48,ChatGPT,model_Server3_48_251,0.0015
252,1,0.398,Server3_52,ChatGPT,model_Server3_52_252,0.0015
253,1,0.763,Server3_98,ChatGPT,model_Server3_98_253,0.0015
254,2,0.821,Server3_73,GPT-4,model_Server3_73_254,0.03
255,1,0.397,Server3_92,ChatGPT,model_Server3_92_255,0.0015
256,1,0.064,Server3_70,ChatGPT,model_Server3_70_256,0.0015
257,1,0.552,Server3_15,ChatGPT,model_Server3_15_257,0.0015
258,1,0.908,Server3_100,ChatGPT,model_Server3_100_258,0.0015
259,1,0.717,Server3_59,ChatGPT,model_Server3_59_259,0.0015
260,1,0.634,Server3_49,ChatGPT,model_Server3_49_260,0.0015
261,1,0.744,Server3_64,ChatGPT,model_Server3_64_261,0.0015
262,1,0.297,Server3_61,ChatGPT,model_Server3_61_262,0.0015
263,1,0.8,Server3_18,ChatGPT,model_Server3_18_263,0.0015
264,2,0.871,Server3_37,GPT-4,model_Server3_37_264,0.03
265,1,0.897,Server3_39,ChatGPT,model_Server3_39_265,0.0015
266,1,0.908,Server3_14,ChatGPT,model_Server3_14_266,0.0015
267,1,0.338,Server3_38,ChatGPT,model_Server3_38_267,0.0015
268,1,0.388,Server3_25,ChatGPT,model_Server3_25_268,0.0015
269,1,0.559,Server3_5,ChatGPT,model_Server3_5_269,0.0015
270,1,0.413,Server3_14,ChatGPT,model_Server3_14_270,0.0015
271,1,0.48,Server3_56,ChatGPT,model_Server3_56_271,0.0015
272,1,0.611,Server3_38,ChatGPT,model_Server3_38_272,0.0015
273,1,0.777,Server3_51,ChatGPT,model_Server3_51_273,0.0015
274,2,0.891,Server3_37,GPT-4,model_Server3_37_274,0.03
275,1,0.714,Server3_12,ChatGPT,model_Server3_12_275,0.0015
276,1,0.38,Server3_20,ChatGPT,model_Server3_20_276,0.0015
277,1,0.445,Server3_32,ChatGPT,model_Server3_32_277,0.0015
278,1,0.322,Server3_18,ChatGPT,model_Server3_18_278,0.0015
279,1,0.297,Server3_86,ChatGPT,model_Server3_86_279,0.0015
280,1,1.0,Server3_68,ChatGPT,model_Server3_68_280,0.0015
281,1,0.598,Server3_61,ChatGPT,model_Server3_61_281,0.0015
282,1,0.733,Server3_49,ChatGPT,model_Server3_49_282,0.0015
283,2,0.624,Server3_67,GPT-4,model_Server3_67_283,0.03
284,1,0.638,Server3_33,ChatGPT,model_Server3_33_284,0.0015
285,1,0.952,Server3_20,ChatGPT,model_Server3_20_285,0.0015
286,1,0.347,Server3_51,ChatGPT,model_Server3_51_286,0.0015
287,1,0.706,Server3_64,ChatGPT,model_Server3_64_287,0.0015
288,1,0.952,Server3_14,ChatGPT,model_Server3_14_288,0.0015
289,2,0.718,Server3_57,GPT-4,model_Server3_57_289,0.03
290,1,0.653,Server3_60,ChatGPT,model_Server3_60_290,0.0015
291,1,0.397,Server3_39,ChatGPT,model_Server3_39_291,0.0015
292,1,0.544,Server3_6,ChatGPT,model_Server3_6_292,0.0015
293,1,0.881,Server3_59,ChatGPT,model_Server3_59_293,0.0015
294,1,0.594,Server3_37,ChatGPT,model_Server3_37_294,0.0015
295,2,0.067,Server3_71,GPT-4,model_Server3_71_295,0.03
296,2,0.067,Server3_61,GPT-4,model_Server3_61_296,0.03
297,2,0.067,Server3_63,GPT-4,model_Server3_63_297,0.03
298,1,1.0,Server3_41,ChatGPT,model_Server3_41_298,0.0015
299,1,0.8,Server3_80,ChatGPT,model_Server3_80_299,0.0015
300,1,0.589,Server3_22,ChatGPT,model_Server3_22_300,0.0015
301,1,0.397,Server3_26,ChatGPT,model_Server3_26_301,0.0015
302,1,0.863,Server3_15,ChatGPT,model_Server3_15_302,0.0015
303,1,0.606,Server3_50,ChatGPT,model_Server3_50_303,0.0015
304,1,0.695,Server3_57,ChatGPT,model_Server3_57_304,0.0015
305,1,0.731,Server3_75,ChatGPT,model_Server3_75_305,0.0015
306,1,0.759,Server3_93,ChatGPT,model_Server3_93_306,0.0015
307,1,0.634,Server3_87,ChatGPT,model_Server3_87_307,0.0015
308,1,0.77,Server3_71,ChatGPT,model_Server3_71_308,0.0015
309,1,0.775,Server3_10,ChatGPT,model_Server3_10_309,0.0015
310,1,0.423,Server3_83,ChatGPT,model_Server3_83_310,0.0015
311,1,0.734,Server3_100,ChatGPT,model_Server3_100_311,0.0015
312,2,0.599,Server3_84,GPT-4,model_Server3_84_312,0.03
313,1,0.566,Server3_16,ChatGPT,model_Server3_16_313,0.0015
314,1,0.777,Server3_41,ChatGPT,model_Server3_41_314,0.0015
315,1,0.641,Server3_68,ChatGPT,model_Server3_68_315,0.0015
316,1,0.863,Server3_50,ChatGPT,model_Server3_50_316,0.0015
317,1,0.064,Server3_80,ChatGPT,model_Server3_80_317,0.0015
318,1,0.775,Server3_23,ChatGPT,model_Server3_23_318,0.0015
319,1,0.845,Server3_99,ChatGPT,model_Server3_99_319,0.0015
320,1,0.733,Server3_22,ChatGPT,model_Server3_22_320,0.0015
321,1,0.492,Server3_75,ChatGPT,model_Server3_75_321,0.0015
322,1,0.942,Server3_40,ChatGPT,model_Server3_40_322,0.0015
323,1,0.652,Server3_55,ChatGPT,model_Server3_55_323,0.0015
324,1,0.744,Server3_65,ChatGPT,model_Server3_65_324,0.0015
325,1,0.653,Server3_87,ChatGPT,model_Server3_87_325,0.0015
326,2,0.595,Server3_85,GPT-4,model_Server3_85_326,0.03
327,2,0.691,Server3_24,GPT-4,model_Server3_24_327,0.03
328,1,0.413,Server3_52,ChatGPT,model_Server3_52_328,0.0015
329,1,0.641,Server3_65,ChatGPT,model_Server3_65_329,0.0015
330,1,0.244,Server3_36,ChatGPT,model_Server3_36_330,0.0015
331,1,0.739,Server3_63,ChatGPT,model_Server3_63_331,0.0015
332,1,0.609,Server3_97,ChatGPT,model_Server3_97_332,0.0015
333,1,0.652,Server3_51,ChatGPT,model_Server3_51_333,0.0015
334,1,0.653,Server3_60,ChatGPT,model_Server3_60_334,0.0015
335,1,0.38,Server3_10,ChatGPT,model_Server3_10_335,0.0015
336,1,0.942,Server3_3,ChatGPT,model_Server3_3_336,0.0015
337,1,0.559,Server3_81,ChatGPT,model_Server3_81_337,0.0015
338,1,0.406,Server3_58,ChatGPT,model_Server3_58_338,0.0015
339,1,0.638,Server3_40,ChatGPT,model_Server3_40_339,0.0015
340,1,0.384,Server3_78,ChatGPT,model_Server3_78_340,0.0015
341,3,0.759,Server3_73,GPT-4v,model_Server3_73_341,0.06
342,1,0.366,Server3_22,ChatGPT,model_Server3_22_342,0.0015
343,1,0.545,Server3_69,ChatGPT,model_Server3_69_343,0.0015
344,1,0.48,Server3_18,ChatGPT,model_Server3_18_344,0.0015
345,1,0.589,Server3_15,ChatGPT,model_Server3_15_345,0.0015
346,1,0.341,Server3_70,ChatGPT,model_Server3_70_346,0.0015
347,1,0.775,Server3_89,ChatGPT,model_Server3_89_347,0.0015
348,1,0.384,Server3_88,ChatGPT,model_Server3_88_348,0.0015
349,1,0.513,Server3_39,ChatGPT,model_Server3_39_349,0.0015
350,1,0.553,Server3_78,ChatGPT,model_Server3_78_350,0.0015
351,1,0.703,Server3_54,ChatGPT,model_Server3_54_351,0.0015
352,1,0.439,Server3_92,ChatGPT,model_Server3_92_352,0.0015
353,1,0.413,Server3_70,ChatGPT,model_Server3_70_353,0.0015
354,2,0.865,Server3_7,GPT-4,model_Server3_7_354,0.03
355,1,0.322,Server3_94,ChatGPT,model_Server3_94_355,0.0015
356,1,0.8,Server3_56,ChatGPT,model_Server3_56_356,0.0015
357,1,0.7,Server3_70,ChatGPT,model_Server3_70_357,0.0015
358,1,0.738,Server3_17,ChatGPT,model_Server3_17_358,0.0015
359,1,0.614,Server3_59,ChatGPT,model_Server3_59_359,0.0015
360,2,0.754,Server3_22,GPT-4,model_Server3_22_360,0.03
361,2,0.599,Server3_14,GPT-4,model_Server3_14_361,0.03
362,1,0.738,Server3_16,ChatGPT,model_Server3_16_362,0.0015
363,1,0.764,Server3_61,ChatGPT,model_Server3_61_363,0.0015
364,1,0.755,Server3_26,ChatGPT,model_Server3_26_364,0.0015
365,1,0.716,Server3_77,ChatGPT,model_Server3_77_365,0.0015
366,1,0.397,Server3_89,ChatGPT,model_Server3_89_366,0.0015
367,1,0.338,Server3_41,ChatGPT,model_Server3_41_367,0.0015
368,1,0.0,Server3_17,ChatGPT,model_Server3_17_368,0.0015
369,1,0.598,Server3_16,ChatGPT,model_Server3_16_369,0.0015
370,2,0.835,Server3_89,GPT-4,model_Server3_89_370,0.03
371,1,0.634,Server3_36,ChatGPT,model_Server3_36_371,0.0015
372,1,0.744,Server3_40,ChatGPT,model_Server3_40_372,0.0015
373,1,0.439,Server3_51,ChatGPT,model_Server3_51_373,0.0015
374,1,0.702,Server3_98,ChatGPT,model_Server3_98_374,0.0015
375,1,0.594,Server3_99,ChatGPT,model_Server3_99_375,0.0015
376,1,0.594,Server3_55,ChatGPT,model_Server3_55_376,0.0015
377,1,0.319,Server3_67,ChatGPT,model_Server3_67_377,0.0015
378,1,0.475,Server3_67,ChatGPT,model_Server3_67_378,0.0015
379,1,0.208,Server3_11,ChatGPT,model_Server3_11_379,0.0015
380,2,0.754,Server3_34,GPT-4,model_Server3_34_380,0.03
381,1,0.702,Server3_56,ChatGPT,model_Server3_56_381,0.0015
382,1,0.705,Server3_99,ChatGPT,model_Server3_99_382,0.0015
383,1,0.908,Server3_8,ChatGPT,model_Server3_8_383,0.0015
384,1,0.928,Server3_27,ChatGPT,model_Server3_27_384,0.0015
385,1,0.509,Server3_60,ChatGPT,model_Server3_60_385,0.0015
386,1,0.7,Server3_17,ChatGPT,model_Server3_17_386,0.0015
387,3,0.835,Server3_36,GPT-4v,model_Server3_36_387,0.06
388,1,0.928,Server3_56,ChatGPT,model_Server3_56_388,0.0015
389,1,0.506,Server3_14,ChatGPT,model_Server3_14_389,0.0015
