ServerID,Longitude,Latitude,LinkBandwidth,ComputationCapacity,StorageCapacity,TrafficRate,ClusterID,OriginalID,NormalizedCompute
Server2_632,-2.5164,53.4037,50,57,36,23,Server2,30449030,0.9661016949152542
Server2_643,-3.6263,51.1126,50,57,28,34,Server2,10164,0.9661016949152542
Server2_645,-0.3774,51.5061,50,57,16,32,Server2,131552116,0.9661016949152542
Server2_649,-1.6588,53.8021,50,57,31,43,Server2,2671620,0.9661016949152542
Server2_207,-3.4663,52.9833,50,57,24,42,Server2,2736135,0.9661016949152542
Server2_887,-2.1104,53.4903,50,57,30,24,Server2,139362170,0.9661016949152542
Server2_106,-1.4082,51.6858,50,57,25,29,Server2,26208,0.9661016949152542
Server2_929,-1.2076,52.8915,50,57,25,27,Server2,3167749,0.9661016949152542
Server2_10,-0.4282,51.3114,50,57,28,46,Server2,137412482,0.9661016949152542
Server2_50,-0.3142,51.4917,50,57,31,43,Server2,624153,0.9661016949152542
Server2_370,0.5666,52.6406,50,57,37,47,Server2,1597,0.9661016949152542
Server2_55,-1.1111,51.2651,50,57,18,38,Server2,3081746,0.9661016949152542
Server2_404,-0.1452,51.4949,50,57,26,34,Server2,137465991,0.9661016949152542
Server2_426,-3.4015,56.0273,50,57,32,39,Server2,138628488,0.9661016949152542
Server2_972,-0.2566,52.5849,50,57,24,28,Server2,129192739,0.9661016949152542
Server2_823,-1.3898,52.9244,50,56,23,43,Server2,13075712,0.9491525423728814
Server2_41,-0.3368,51.4246,50,56,22,32,Server2,135096201,0.9491525423728814
Server2_354,-2.3384,53.0771,50,56,20,36,Server2,15259,0.9491525423728814
Server2_756,-0.0604,51.2571,50,56,34,47,Server2,136009599,0.9491525423728814
Server2_31,0.0476,51.4558,50,56,18,35,Server2,135075192,0.9491525423728814
Server2_358,-0.102,51.4547,50,56,31,36,Server2,134628211,0.9491525423728814
Server2_110,-2.9414,53.4827,50,56,23,32,Server2,651847,0.9491525423728814
Server2_781,-2.2388,53.4812,50,56,19,24,Server2,2811653,0.9491525423728814
Server2_492,-1.4069,52.3764,50,56,22,21,Server2,131061780,0.9491525423728814
Server2_263,-2.2799,53.4678,50,56,21,44,Server2,1501206,0.9491525423728814
Server2_210,-2.0022,53.5567,50,56,22,25,Server2,640632,0.9491525423728814
Server2_586,-0.494,51.4931,50,56,27,21,Server2,2237974,0.9491525423728814
Server2_12,-1.588,52.3459,50,56,28,43,Server2,131033123,0.9491525423728814
Server2_378,-2.158,52.2123,50,56,16,46,Server2,4810252,0.9491525423728814
Server2_672,-1.5221,52.4396,50,56,16,32,Server2,3387137,0.9491525423728814
Server2_631,-1.331,53.1389,50,56,18,42,Server2,133369716,0.9491525423728814
Server2_461,0.0022,51.5098,50,56,28,42,Server2,175384,0.9491525423728814
Server2_364,-1.1852,52.3473,50,56,32,47,Server2,44101361,0.9491525423728814
Server2_62,-0.0851,51.1219,50,56,22,30,Server2,27079300,0.9491525423728814
Server2_610,-1.0542,51.4441,50,56,17,25,Server2,3482382,0.9491525423728814
Server2_705,-1.2644,52.3888,50,56,17,40,Server2,1763586,0.9491525423728814
Server2_418,-2.9622,53.4583,50,55,17,20,Server2,140132489,0.9322033898305084
Server2_754,1.287,52.6175,50,55,35,30,Server2,136823418,0.9322033898305084
Server2_543,-2.4769,53.5256,50,55,24,20,Server2,29526898,0.9322033898305084
Server2_941,0.2131,51.4072,50,55,37,45,Server2,25232,0.9322033898305084
Server2_669,-1.5251,53.7725,50,55,15,47,Server2,977480,0.9322033898305084
Server2_72,-0.1829,51.6843,50,55,25,42,Server2,301896,0.9322033898305084
Server2_202,-1.1978,53.138,50,55,16,45,Server2,133363230,0.9322033898305084
Server2_382,-2.3574,51.6394,50,55,18,44,Server2,1329286,0.9322033898305084
Server2_989,-0.1518,51.44,50,55,27,28,Server2,135430772,0.9322033898305084
Server2_39,-1.4323,53.7933,50,55,24,47,Server2,133969689,0.9322033898305084
Server2_720,-0.1062,51.5143,50,55,37,36,Server2,3047955,0.9322033898305084
Server2_259,-0.6076,51.461,50,55,33,28,Server2,2508044,0.9322033898305084
Server2_578,-2.2054,52.9221,50,55,17,33,Server2,4792577,0.9322033898305084
Server2_157,-0.0827,51.4959,50,55,23,39,Server2,3399424,0.9322033898305084
Server2_413,-1.9307,52.6476,50,55,35,20,Server2,3779862,0.9322033898305084
Server2_890,-6.4457,54.4249,50,55,19,27,Server2,4018690,0.9322033898305084
Server2_70,-3.4844,52.8895,50,55,15,20,Server2,2724,0.9322033898305084
Server2_304,-1.1642,52.9195,50,55,33,24,Server2,3159040,0.9322033898305084
Server2_483,-2.3672,53.4593,50,55,32,35,Server2,139521154,0.9322033898305084
Server2_440,-1.9709,52.4462,50,54,36,42,Server2,139730302,0.9152542372881356
Server2_268,-4.2008,55.8712,50,54,32,42,Server2,611585,0.9152542372881356
Server2_191,-0.1497,51.4735,50,54,29,37,Server2,134399367,0.9152542372881356
Server2_614,-0.4121,51.4801,50,54,32,30,Server2,3579392,0.9152542372881356
Server2_443,-3.5439,51.7474,50,54,37,28,Server2,2361864,0.9152542372881356
Server2_943,-6.0996,54.4508,50,54,17,20,Server2,3117569,0.9152542372881356
Server2_814,-0.3189,51.5546,50,54,23,44,Server2,133198466,0.9152542372881356
Server2_66,-7.3247,54.9952,50,54,16,26,Server2,137845007,0.9152542372881356
Server2_301,-0.0946,51.4803,50,54,31,32,Server2,4129830,0.9152542372881356
Server2_494,1.5062,52.1743,50,54,27,33,Server2,38181,0.9152542372881356
Server2_99,-1.4401,52.7515,50,54,34,31,Server2,3695617,0.9152542372881356
Server2_538,-0.1998,51.7055,50,54,29,45,Server2,50406,0.9152542372881356
Server2_325,-1.4514,52.0029,50,54,23,34,Server2,4632064,0.9152542372881356
Server2_402,-0.9783,51.4552,50,54,33,47,Server2,2308126,0.9152542372881356
Server2_981,-0.9701,51.4264,50,54,15,33,Server2,3770378,0.9152542372881356
Server2_927,1.0114,51.2874,50,54,31,29,Server2,13466625,0.9152542372881356
Server2_808,-1.303,51.0509,50,54,31,36,Server2,2893058,0.9152542372881356
Server2_433,-1.5143,51.2072,50,54,29,39,Server2,4359169,0.9152542372881356
Server2_15,-1.1182,53.5478,50,53,19,21,Server2,129420162,0.8983050847457628
Server2_95,-2.0789,51.8995,50,53,29,36,Server2,4820,0.8983050847457628
Server2_579,-0.2102,51.4202,50,53,21,42,Server2,134398583,0.8983050847457628
Server2_811,-3.6129,57.3311,50,53,27,38,Server2,135119636,0.8983050847457628
Server2_187,-0.4655,51.5103,50,53,34,26,Server2,3087126,0.8983050847457628
Server2_751,-0.141,51.5419,50,53,25,36,Server2,18,0.8983050847457628
Server2_966,0.1739,52.2368,50,53,22,22,Server2,5127954,0.8983050847457628
Server2_384,-4.1341,50.391,50,53,16,45,Server2,1655426,0.8983050847457628
Server2_765,-2.5265,51.5239,50,53,35,24,Server2,2619412,0.8983050847457628
Server2_797,-0.4999,51.5134,50,53,17,39,Server2,3362336,0.8983050847457628
Server2_630,-0.1757,51.524,50,53,16,24,Server2,2193190,0.8983050847457628
Server2_118,-0.3885,51.7238,50,53,21,44,Server2,128566150,0.8983050847457628
Server2_545,-1.393,53.4081,50,53,17,40,Server2,3238658,0.8983050847457628
Server2_454,0.3503,51.4726,50,53,29,46,Server2,537880,0.8983050847457628
Server2_132,-0.2815,52.6087,50,53,24,37,Server2,130757240,0.8983050847457628
Server2_381,-0.4279,51.6228,50,53,32,32,Server2,6614018,0.8983050847457628
Server2_521,-2.2693,53.3668,50,53,36,43,Server2,1953038,0.8983050847457628
Server2_652,-0.1133,51.5032,50,53,27,23,Server2,20544789,0.8983050847457628
Server2_932,-1.3289,51.628,50,53,19,26,Server2,8488960,0.8983050847457628
Server2_998,-0.7164,51.5164,50,52,26,26,Server2,130681476,0.8813559322033898
Server2_435,-2.2509,53.4743,50,52,21,30,Server2,35458,0.8813559322033898
Server2_209,-0.0236,51.5145,50,52,35,31,Server2,10616580,0.8813559322033898
Server2_23,0.0551,52.2274,50,52,30,43,Server2,36264,0.8813559322033898
Server2_13,-2.0824,53.4877,50,52,32,37,Server2,9351,0.8813559322033898
Server2_872,-0.132,51.4623,50,52,30,29,Server2,133604734,0.8813559322033898
Server2_178,-3.0306,56.4633,50,52,23,20,Server2,13426,0.8813559322033898
Server2_249,-0.4728,51.8144,50,52,23,31,Server2,1131777,0.8813559322033898
Server2_891,-3.0546,51.5317,50,52,20,46,Server2,139523701,0.8813559322033898
Server2_467,0.1408,51.6741,50,52,30,35,Server2,13018113,0.8813559322033898
Server2_67,-1.5648,52.3267,50,52,36,33,Server2,8948632,0.8813559322033898
Server2_329,-0.7747,51.5246,50,52,19,45,Server2,130544238,0.8813559322033898
Server2_310,-1.9067,53.8733,50,52,30,42,Server2,20317,0.8813559322033898
Server2_116,-0.2167,51.7443,50,52,24,39,Server2,36542,0.8813559322033898
Server2_94,-0.1234,51.5526,50,52,28,41,Server2,1173250,0.8813559322033898
Server2_799,0.1468,51.7081,50,52,31,31,Server2,3550471,0.8813559322033898
Server2_303,-0.2309,51.7317,50,52,32,28,Server2,3543586,0.8813559322033898
Server2_346,-0.6041,51.6782,50,52,33,38,Server2,3334656,0.8813559322033898
Server2_812,-0.8233,51.1695,50,52,33,30,Server2,3336470,0.8813559322033898
Server2_275,-1.7916,52.3822,50,52,30,29,Server2,4117778,0.8813559322033898
Server2_341,-2.3754,53.5664,50,52,23,28,Server2,7535876,0.8813559322033898
Server2_93,-2.1613,52.9892,50,52,16,39,Server2,2058589,0.8813559322033898
Server2_115,-0.1976,51.5733,50,52,20,26,Server2,8403968,0.8813559322033898
Server2_166,0.0004,51.5326,50,52,22,31,Server2,615753,0.8813559322033898
Server2_349,-1.2656,52.3829,50,52,20,44,Server2,13916949,0.8813559322033898
Server2_206,0.2518,51.4276,50,51,26,37,Server2,1249537,0.864406779661017
Server2_377,-0.0112,51.5074,50,51,23,47,Server2,9621260,0.864406779661017
Server2_287,-2.5988,51.5456,50,51,19,35,Server2,2738185,0.864406779661017
Server2_290,-0.5312,51.561,50,51,17,40,Server2,3337502,0.864406779661017
Server2_526,-0.8881,52.1819,50,51,22,24,Server2,6211841,0.864406779661017
Server2_990,-1.2017,51.9305,50,51,29,45,Server2,13045083,0.864406779661017
Server2_506,-0.3246,51.6436,50,51,18,35,Server2,3364382,0.864406779661017
Server2_639,-2.9908,51.6059,50,51,22,33,Server2,1737090,0.864406779661017
Server2_136,-0.1601,51.1144,50,51,33,23,Server2,51852976,0.864406779661017
Server2_768,-1.968,52.4931,50,51,20,42,Server2,12691458,0.864406779661017
Server2_918,-0.5783,51.3966,50,51,21,45,Server2,1764374,0.864406779661017
Server2_559,-1.5376,53.5646,50,51,36,20,Server2,129959700,0.864406779661017
Server2_955,-1.5419,52.1357,50,51,28,31,Server2,1985538,0.864406779661017
Server2_484,-0.0768,51.5378,50,51,34,22,Server2,128500600,0.864406779661017
Server2_922,-1.551,52.4035,50,51,22,40,Server2,8797703,0.864406779661017
Server2_595,0.1713,50.8167,50,51,21,25,Server2,131327610,0.864406779661017
Server2_22,-0.8432,53.2073,50,51,24,41,Server2,134275704,0.864406779661017
Server2_33,-1.0035,51.4949,50,51,18,44,Server2,28374918,0.864406779661017
Server2_156,-2.1142,53.458,50,51,25,44,Server2,3618304,0.864406779661017
Server2_925,-1.6473,50.8324,50,51,19,47,Server2,2785310,0.864406779661017
Server2_389,-1.9857,52.4259,50,51,32,42,Server2,5650456,0.864406779661017
Server2_664,-1.3196,51.4161,50,51,15,37,Server2,13752923,0.864406779661017
Server2_107,0.0116,51.594,50,51,29,25,Server2,128771438,0.864406779661017
Server2_504,-1.8691,52.3529,50,51,27,38,Server2,29442162,0.864406779661017
Server2_721,0.112,51.507,50,51,30,46,Server2,135394419,0.864406779661017
Server2_240,-4.2283,57.4774,50,50,28,33,Server2,131495200,0.847457627118644
Server2_297,-2.5671,51.4548,50,50,21,32,Server2,12839936,0.847457627118644
Server2_241,-0.1252,51.4942,50,50,17,38,Server2,9799368720,0.847457627118644
Server2_429,-0.3748,51.6177,50,50,32,27,Server2,3375118,0.847457627118644
Server2_564,-0.4111,51.4444,50,50,17,33,Server2,199241,0.847457627118644
Server2_379,-0.5359,50.8249,50,50,17,38,Server2,40339963,0.847457627118644
Server2_813,-3.4663,52.9833,50,50,32,47,Server2,7401221,0.847457627118644
Server2_898,-1.9969,53.8305,50,50,36,37,Server2,6660613,0.847457627118644
Server2_119,-1.9839,52.5599,50,50,17,27,Server2,13317376,0.847457627118644
Server2_851,-0.9498,51.4535,50,50,35,28,Server2,3693581,0.847457627118644
Server2_195,-0.2666,51.4013,50,50,36,31,Server2,9422344,0.847457627118644
Server2_874,-0.0211,51.4671,50,50,20,33,Server2,3854,0.847457627118644
Server2_78,-0.3699,51.6736,50,50,36,28,Server2,131391101,0.847457627118644
Server2_65,-0.7539,51.4777,50,50,26,36,Server2,41898121,0.847457627118644
Server2_724,-1.4034,50.951,50,50,37,25,Server2,28694382,0.847457627118644
Server2_665,-0.1704,51.2303,50,50,34,20,Server2,51900128,0.847457627118644
Server2_674,-2.0648,51.4946,50,50,23,45,Server2,450328,0.847457627118644
Server2_18,-1.1197,52.9007,50,50,35,39,Server2,3365382,0.847457627118644
Server2_334,-0.0646,51.5128,50,49,34,28,Server2,12814593,0.8305084745762712
Server2_121,-2.128,53.2899,50,49,28,29,Server2,8219137,0.8305084745762712
Server2_727,-2.0098,52.5013,50,49,20,33,Server2,64072,0.8305084745762712
Server2_160,-1.5329,53.772,50,49,25,23,Server2,4914702,0.8305084745762712
Server2_575,-3.1631,51.4658,50,49,17,39,Server2,25244,0.8305084745762712
Server2_760,-0.806,51.6164,50,49,28,25,Server2,802305,0.8305084745762712
Server2_557,-2.7676,51.581,50,49,18,23,Server2,29970810,0.8305084745762712
Server2_779,-1.9672,53.1984,50,49,21,36,Server2,5430016,0.8305084745762712
Server2_795,-1.3366,52.0722,50,49,28,27,Server2,130225291,0.8305084745762712
Server2_123,-1.5438,52.2711,50,49,34,43,Server2,5795841,0.8305084745762712
Server2_818,-3.564,50.5447,50,49,28,30,Server2,4916,0.8305084745762712
Server2_832,0.1973,51.4601,50,49,24,45,Server2,5778208,0.8305084745762712
Server2_837,-3.8635,57.5853,50,49,37,20,Server2,4716545,0.8305084745762712
Server2_959,-2.1669,52.0351,50,49,30,24,Server2,4434946,0.8305084745762712
Server2_703,-2.2556,53.4277,50,49,15,26,Server2,147488,0.8305084745762712
Server2_865,-1.605,53.7803,50,49,37,44,Server2,131008885,0.8305084745762712
Server2_914,-2.9754,53.4673,50,49,26,39,Server2,160542,0.8305084745762712
Server2_906,-0.1637,51.5042,50,49,30,24,Server2,4115986,0.8305084745762712
Server2_446,-1.3273,51.0974,50,49,16,33,Server2,35937,0.8305084745762712
Server2_854,-1.1631,53.7704,50,49,20,26,Server2,5453,0.8305084745762712
Server2_662,-3.5549,50.6723,50,49,29,45,Server2,2325524,0.8305084745762712
Server2_188,-2.2351,53.4701,50,49,34,29,Server2,3624193,0.8305084745762712
Server2_670,-1.9698,50.6091,50,49,15,34,Server2,1902663,0.8305084745762712
Server2_701,0.0048,51.5651,50,48,28,26,Server2,129677432,0.8135593220338984
Server2_620,-2.9489,53.402,50,48,24,28,Server2,139220103,0.8135593220338984
Server2_678,-1.4652,53.5631,50,48,26,44,Server2,14233849,0.8135593220338984
Server2_870,-1.9988,52.3549,50,48,35,26,Server2,4391181,0.8135593220338984
Server2_85,-2.5027,51.5321,50,48,15,30,Server2,30029422,0.8135593220338984
Server2_885,0.2558,51.8763,50,48,32,42,Server2,131159162,0.8135593220338984
Server2_75,-0.0648,51.5358,50,48,18,45,Server2,512002,0.8135593220338984
Server2_53,-0.0474,51.6131,50,48,35,47,Server2,129778296,0.8135593220338984
Server2_352,-4.708,56.2883,50,48,34,39,Server2,50988,0.8135593220338984
Server2_963,-2.7745,54.0677,50,48,28,26,Server2,51804854,0.8135593220338984
Server2_970,-1.4046,52.4718,50,48,16,46,Server2,7057409,0.8135593220338984
Server2_976,-1.6982,50.9634,50,48,23,26,Server2,13001480,0.8135593220338984
Server2_390,-1.8017,51.5401,50,48,37,47,Server2,7995139,0.8135593220338984
Server2_14,-4.937,50.5407,50,48,23,27,Server2,14002798,0.8135593220338984
Server2_999,-1.7969,52.5112,50,48,22,26,Server2,5191714,0.8135593220338984
Server2_294,-1.9,52.467,50,48,33,28,Server2,3380481,0.8135593220338984
Server2_486,-2.6092,51.4642,50,48,20,28,Server2,1340690,0.8135593220338984
Server2_255,-1.1866,52.8364,50,48,17,21,Server2,3490816,0.8135593220338984
Server2_213,-1.7105,52.478,50,47,16,31,Server2,3605760,0.7966101694915254
Server2_495,-1.9535,52.684,50,47,21,25,Server2,7068419,0.7966101694915254
Server2_103,-0.073,51.5298,50,47,17,28,Server2,128098440,0.7966101694915254
Server2_305,-0.2498,51.6552,50,47,21,42,Server2,3458572,0.7966101694915254
Server2_577,-1.9912,52.3923,50,47,17,31,Server2,2774532,0.7966101694915254
Server2_637,-2.5937,54.4385,50,47,36,25,Server2,21280,0.7966101694915254
Server2_478,0.0142,51.4622,50,47,27,27,Server2,27308,0.7966101694915254
Server2_242,-1.2302,52.5907,50,47,17,34,Server2,7023362,0.7966101694915254
Server2_328,-3.5345,50.4593,50,47,28,24,Server2,2094350,0.7966101694915254
Server2_436,-2.6731,51.6241,50,47,20,35,Server2,2466049,0.7966101694915254
Server2_567,-2.4977,53.2034,50,47,37,23,Server2,5888260,0.7966101694915254
Server2_912,-3.0531,53.3537,50,47,26,33,Server2,116334,0.7966101694915254
Server2_342,-1.0577,51.3502,50,47,26,35,Server2,47204169,0.7966101694915254
Server2_428,-2.2022,52.7821,50,47,21,34,Server2,3972366,0.7966101694915254
Server2_945,-0.1025,51.5199,50,47,19,39,Server2,9164472329,0.7966101694915254
Server2_395,-0.1105,51.5251,50,47,36,32,Server2,5410594,0.7966101694915254
Server2_17,-1.4987,53.3434,50,47,22,20,Server2,59136074,0.7966101694915254
Server2_714,-2.2762,53.4603,50,47,27,46,Server2,3034378,0.7966101694915254
Server2_996,-2.8036,54.3661,50,47,19,29,Server2,51818941,0.7966101694915254
Server2_711,-2.1383,52.0924,50,47,21,35,Server2,28145538,0.7966101694915254
Server2_829,-5.2052,56.4253,50,47,35,28,Server2,4877325,0.7966101694915254
Server2_224,-1.2568,53.0478,50,47,18,27,Server2,133812758,0.7966101694915254
Server2_767,-1.8829,52.4655,50,47,33,34,Server2,7839235,0.7966101694915254
Server2_558,-0.0286,51.5103,50,47,27,42,Server2,3483397,0.7966101694915254
Server2_135,-1.0993,53.4352,50,47,24,30,Server2,14433,0.7966101694915254
Server2_145,-0.2413,51.378,50,46,25,46,Server2,13329737,0.7796610169491526
Server2_198,-0.1107,51.503,50,46,27,32,Server2,86900771,0.7796610169491526
Server2_430,-0.0911,51.5039,50,46,26,26,Server2,10507544,0.7796610169491526
Server2_348,-0.3879,53.7658,50,46,30,36,Server2,1149440,0.7796610169491526
Server2_603,-0.4035,51.6952,50,46,33,40,Server2,76066,0.7796610169491526
Server2_355,-0.0219,51.6027,50,46,30,38,Server2,2255128,0.7796610169491526
Server2_230,-0.1825,51.5185,50,46,36,34,Server2,153949063,0.7796610169491526
Server2_393,-0.0462,51.49,50,46,30,22,Server2,692482,0.7796610169491526
Server2_666,-0.8876,53.0251,50,46,21,31,Server2,2652934,0.7796610169491526
Server2_152,-2.1635,51.102,50,46,24,24,Server2,13610504,0.7796610169491526
Server2_819,-1.8741,52.3538,50,46,20,31,Server2,3842060,0.7796610169491526
Server2_183,-2.4347,51.4907,50,46,24,27,Server2,987662,0.7796610169491526
Server2_748,-0.9884,51.4551,50,46,28,39,Server2,29285,0.7796610169491526
Server2_613,-2.4932,51.518,50,46,23,37,Server2,6732552,0.7796610169491526
Server2_594,0.0265,51.5099,50,45,37,37,Server2,257543,0.7627118644067796
Server2_343,-2.2216,52.1947,50,45,25,41,Server2,48253925,0.7627118644067796
Server2_934,-2.3492,52.6749,50,45,31,44,Server2,2771842,0.7627118644067796
Server2_695,-2.3443,51.5034,50,45,21,39,Server2,6115622,0.7627118644067796
Server2_36,0.2782,51.1968,50,45,30,44,Server2,1717514,0.7627118644067796
Server2_573,-1.7573,52.4019,50,45,35,27,Server2,6601473,0.7627118644067796
Server2_2,-1.2661,53.0603,50,45,28,42,Server2,7849985,0.7627118644067796
Server2_640,-0.1289,51.5112,50,45,33,32,Server2,5815992,0.7627118644067796
Server2_444,-2.428,53.109,50,45,17,30,Server2,4158981,0.7627118644067796
Server2_806,-1.9489,52.4762,50,45,33,32,Server2,2730242,0.7627118644067796
Server2_407,-2.3789,53.116,50,45,20,26,Server2,2397806,0.7627118644067796
Server2_45,-1.0953,53.9602,50,45,30,30,Server2,51356,0.7627118644067796
Server2_434,-4.2812,56.2536,50,45,26,28,Server2,5965825,0.7627118644067796
Server2_363,-1.5401,52.4114,50,45,16,20,Server2,3649564,0.7627118644067796
Server2_273,-0.8861,51.6412,50,45,18,38,Server2,4440322,0.7627118644067796
Server2_726,-3.1721,55.9759,50,45,24,37,Server2,129709844,0.7627118644067796
Server2_628,-1.8784,52.1883,50,45,32,20,Server2,13751083,0.7627118644067796
Server2_524,-0.462,51.7094,50,45,24,44,Server2,3403298,0.7627118644067796
Server2_368,-0.187,51.5038,50,45,27,22,Server2,136675182,0.7627118644067796
Server2_758,-2.4145,51.3878,50,45,22,33,Server2,606727,0.7627118644067796
Server2_745,-2.0682,52.6579,50,45,22,37,Server2,13166598,0.7627118644067796
Server2_171,-3.9474,55.9774,50,44,26,43,Server2,1391626,0.7457627118644068
Server2_958,-2.4302,52.5295,50,44,33,23,Server2,4814082,0.7457627118644068
Server2_948,-2.8543,53.5314,50,44,32,47,Server2,29198448,0.7457627118644068
Server2_253,-1.5533,53.2918,50,44,35,20,Server2,13070344,0.7457627118644068
Server2_9,-3.5307,57.3654,50,44,31,23,Server2,49342,0.7457627118644068
Server2_580,-2.1187,57.1636,50,44,26,36,Server2,3660838,0.7457627118644068
Server2_27,-0.0655,51.4949,50,44,35,38,Server2,99358,0.7457627118644068
Server2_698,-0.012,51.5513,50,44,21,24,Server2,129676681,0.7457627118644068
Server2_659,-0.1706,51.5164,50,44,24,26,Server2,133976198,0.7457627118644068
Server2_16,-0.0498,51.4981,50,44,23,21,Server2,139514269,0.7457627118644068
Server2_584,-2.7153,52.0629,50,44,19,32,Server2,27721,0.7457627118644068
Server2_190,-1.9719,53.1927,50,44,34,21,Server2,3256576,0.7457627118644068
Server2_503,-0.2081,51.531,50,44,33,42,Server2,128119662,0.7457627118644068
