ModelID,ModelType,ArenaScore,ServerID,ModelTypeName,ModelInstanceID,CostPerToken
27,1,0.791,Server1_15,ChatGPT,model_Server1_15_27,0.0015
28,1,0.789,Server1_17,ChatGPT,model_Server1_17_28,0.0015
29,1,0.786,Server1_14,ChatGPT,model_Server1_14_29,0.0015
30,1,0.786,Server1_2,ChatGPT,model_Server1_2_30,0.0015
31,1,0.784,Server1_22,ChatGPT,model_Server1_22_31,0.0015
32,1,0.777,Server1_4,ChatGPT,model_Server1_4_32,0.0015
33,1,0.775,Server1_22,ChatGPT,model_Server1_22_33,0.0015
34,1,0.77,Server1_24,ChatGPT,model_Server1_24_34,0.0015
35,1,0.764,Server1_6,ChatGPT,model_Server1_6_35,0.0015
36,1,0.763,Server1_11,ChatGPT,model_Server1_11_36,0.0015
37,1,0.759,Server1_19,ChatGPT,model_Server1_19_37,0.0015
38,1,0.756,Server1_1,ChatGPT,model_Server1_1_38,0.0015
39,1,0.755,Server1_15,ChatGPT,model_Server1_15_39,0.0015
40,1,0.75,Server1_14,ChatGPT,model_Server1_14_40,0.0015
41,1,0.744,Server1_22,ChatGPT,model_Server1_22_41,0.0015
42,1,0.742,Server1_5,ChatGPT,model_Server1_5_42,0.0015
43,1,0.739,Server1_21,ChatGPT,model_Server1_21_43,0.0015
44,1,0.739,Server1_16,ChatGPT,model_Server1_16_44,0.0015
45,1,0.738,Server1_14,ChatGPT,model_Server1_14_45,0.0015
46,1,0.738,Server1_6,ChatGPT,model_Server1_6_46,0.0015
47,1,0.738,Server1_23,ChatGPT,model_Server1_23_47,0.0015
48,1,0.734,Server1_8,ChatGPT,model_Server1_8_48,0.0015
49,1,0.734,Server1_7,ChatGPT,model_Server1_7_49,0.0015
50,1,0.733,Server1_25,ChatGPT,model_Server1_25_50,0.0015
51,1,0.731,Server1_8,ChatGPT,model_Server1_8_51,0.0015
52,1,0.731,Server1_22,ChatGPT,model_Server1_22_52,0.0015
53,1,0.73,Server1_22,ChatGPT,model_Server1_22_53,0.0015
54,1,0.728,Server1_8,ChatGPT,model_Server1_8_54,0.0015
55,1,0.725,Server1_1,ChatGPT,model_Server1_1_55,0.0015
56,1,0.722,Server1_24,ChatGPT,model_Server1_24_56,0.0015
57,1,0.72,Server1_15,ChatGPT,model_Server1_15_57,0.0015
58,1,0.717,Server1_22,ChatGPT,model_Server1_22_58,0.0015
59,1,0.716,Server1_10,ChatGPT,model_Server1_10_59,0.0015
60,1,0.714,Server1_21,ChatGPT,model_Server1_21_60,0.0015
61,1,0.714,Server1_8,ChatGPT,model_Server1_8_61,0.0015
62,1,0.706,Server1_9,ChatGPT,model_Server1_9_62,0.0015
63,1,0.705,Server1_7,ChatGPT,model_Server1_7_63,0.0015
64,1,0.705,Server1_9,ChatGPT,model_Server1_9_64,0.0015
65,1,0.703,Server1_4,ChatGPT,model_Server1_4_65,0.0015
66,1,0.702,Server1_1,ChatGPT,model_Server1_1_66,0.0015
67,1,0.7,Server1_15,ChatGPT,model_Server1_15_67,0.0015
68,1,0.697,Server1_25,ChatGPT,model_Server1_25_68,0.0015
69,1,0.695,Server1_11,ChatGPT,model_Server1_11_69,0.0015
70,1,0.695,Server1_18,ChatGPT,model_Server1_18_70,0.0015
71,1,0.684,Server1_14,ChatGPT,model_Server1_14_71,0.0015
72,1,0.681,Server1_13,ChatGPT,model_Server1_13_72,0.0015
73,1,0.669,Server1_3,ChatGPT,model_Server1_3_73,0.0015
74,1,0.661,Server1_7,ChatGPT,model_Server1_7_74,0.0015
75,1,0.658,Server1_20,ChatGPT,model_Server1_20_75,0.0015
76,1,0.653,Server1_10,ChatGPT,model_Server1_10_76,0.0015
77,1,0.653,Server1_23,ChatGPT,model_Server1_23_77,0.0015
78,1,0.653,Server1_17,ChatGPT,model_Server1_17_78,0.0015
79,1,0.652,Server1_22,ChatGPT,model_Server1_22_79,0.0015
80,1,0.65,Server1_11,ChatGPT,model_Server1_11_80,0.0015
81,1,0.645,Server1_17,ChatGPT,model_Server1_17_81,0.0015
82,1,0.644,Server1_4,ChatGPT,model_Server1_4_82,0.0015
83,1,0.641,Server1_8,ChatGPT,model_Server1_8_83,0.0015
84,1,0.641,Server1_25,ChatGPT,model_Server1_25_84,0.0015
85,1,0.638,Server1_4,ChatGPT,model_Server1_4_85,0.0015
86,1,0.638,Server1_7,ChatGPT,model_Server1_7_86,0.0015
87,1,0.634,Server1_24,ChatGPT,model_Server1_24_87,0.0015
88,1,0.634,Server1_3,ChatGPT,model_Server1_3_88,0.0015
89,1,0.628,Server1_10,ChatGPT,model_Server1_10_89,0.0015
90,1,0.623,Server1_11,ChatGPT,model_Server1_11_90,0.0015
91,1,0.614,Server1_2,ChatGPT,model_Server1_2_91,0.0015
92,1,0.611,Server1_15,ChatGPT,model_Server1_15_92,0.0015
93,1,0.609,Server1_3,ChatGPT,model_Server1_3_93,0.0015
94,1,0.606,Server1_5,ChatGPT,model_Server1_5_94,0.0015
95,1,0.605,Server1_16,ChatGPT,model_Server1_16_95,0.0015
96,1,0.603,Server1_22,ChatGPT,model_Server1_22_96,0.0015
97,1,0.598,Server1_24,ChatGPT,model_Server1_24_97,0.0015
98,1,0.595,Server1_14,ChatGPT,model_Server1_14_98,0.0015
99,1,0.594,Server1_24,ChatGPT,model_Server1_24_99,0.0015
100,1,0.594,Server1_7,ChatGPT,model_Server1_7_100,0.0015
101,1,0.592,Server1_19,ChatGPT,model_Server1_19_101,0.0015
102,1,0.589,Server1_7,ChatGPT,model_Server1_7_102,0.0015
103,1,0.589,Server1_19,ChatGPT,model_Server1_19_103,0.0015
104,1,0.569,Server1_18,ChatGPT,model_Server1_18_104,0.0015
105,1,0.566,Server1_22,ChatGPT,model_Server1_22_105,0.0015
106,1,0.559,Server1_14,ChatGPT,model_Server1_14_106,0.0015
107,1,0.559,Server1_8,ChatGPT,model_Server1_8_107,0.0015
108,1,0.558,Server1_6,ChatGPT,model_Server1_6_108,0.0015
109,1,0.553,Server1_16,ChatGPT,model_Server1_16_109,0.0015
110,1,0.552,Server1_13,ChatGPT,model_Server1_13_110,0.0015
111,1,0.547,Server1_18,ChatGPT,model_Server1_18_111,0.0015
112,1,0.547,Server1_21,ChatGPT,model_Server1_21_112,0.0015
113,1,0.545,Server1_24,ChatGPT,model_Server1_24_113,0.0015
114,1,0.545,Server1_12,ChatGPT,model_Server1_12_114,0.0015
115,1,0.544,Server1_24,ChatGPT,model_Server1_24_115,0.0015
116,1,0.544,Server1_8,ChatGPT,model_Server1_8_116,0.0015
117,1,0.539,Server1_8,ChatGPT,model_Server1_8_117,0.0015
118,1,0.536,Server1_9,ChatGPT,model_Server1_9_118,0.0015
119,1,0.519,Server1_24,ChatGPT,model_Server1_24_119,0.0015
120,1,0.513,Server1_5,ChatGPT,model_Server1_5_120,0.0015
121,1,0.509,Server1_22,ChatGPT,model_Server1_22_121,0.0015
122,1,0.506,Server1_9,ChatGPT,model_Server1_9_122,0.0015
123,1,0.5,Server1_10,ChatGPT,model_Server1_10_123,0.0015
124,1,0.5,Server1_25,ChatGPT,model_Server1_25_124,0.0015
125,1,0.492,Server1_5,ChatGPT,model_Server1_5_125,0.0015
126,1,0.488,Server1_2,ChatGPT,model_Server1_2_126,0.0015
127,1,0.488,Server1_7,ChatGPT,model_Server1_7_127,0.0015
128,1,0.484,Server1_25,ChatGPT,model_Server1_25_128,0.0015
129,1,0.48,Server1_17,ChatGPT,model_Server1_17_129,0.0015
130,1,0.48,Server1_22,ChatGPT,model_Server1_22_130,0.0015
131,1,0.475,Server1_1,ChatGPT,model_Server1_1_131,0.0015
132,1,0.475,Server1_2,ChatGPT,model_Server1_2_132,0.0015
133,1,0.473,Server1_1,ChatGPT,model_Server1_1_133,0.0015
134,1,0.469,Server1_19,ChatGPT,model_Server1_19_134,0.0015
135,1,0.459,Server1_2,ChatGPT,model_Server1_2_135,0.0015
136,1,0.459,Server1_1,ChatGPT,model_Server1_1_136,0.0015
137,1,0.456,Server1_6,ChatGPT,model_Server1_6_137,0.0015
138,1,0.456,Server1_1,ChatGPT,model_Server1_1_138,0.0015
139,1,0.455,Server1_19,ChatGPT,model_Server1_19_139,0.0015
140,1,0.452,Server1_24,ChatGPT,model_Server1_24_140,0.0015
141,1,0.445,Server1_19,ChatGPT,model_Server1_19_141,0.0015
142,1,0.445,Server1_1,ChatGPT,model_Server1_1_142,0.0015
143,1,0.439,Server1_16,ChatGPT,model_Server1_16_143,0.0015
144,1,0.434,Server1_19,ChatGPT,model_Server1_19_144,0.0015
145,1,0.433,Server1_8,ChatGPT,model_Server1_8_145,0.0015
146,1,0.43,Server1_9,ChatGPT,model_Server1_9_146,0.0015
147,1,0.43,Server1_7,ChatGPT,model_Server1_7_147,0.0015
148,1,0.427,Server1_16,ChatGPT,model_Server1_16_148,0.0015
149,1,0.425,Server1_14,ChatGPT,model_Server1_14_149,0.0015
150,1,0.423,Server1_23,ChatGPT,model_Server1_23_150,0.0015
151,1,0.42,Server1_23,ChatGPT,model_Server1_23_151,0.0015
152,1,0.417,Server1_13,ChatGPT,model_Server1_13_152,0.0015
153,1,0.413,Server1_3,ChatGPT,model_Server1_3_153,0.0015
154,1,0.413,Server1_16,ChatGPT,model_Server1_16_154,0.0015
155,1,0.411,Server1_25,ChatGPT,model_Server1_25_155,0.0015
156,1,0.406,Server1_17,ChatGPT,model_Server1_17_156,0.0015
157,1,0.398,Server1_6,ChatGPT,model_Server1_6_157,0.0015
158,1,0.397,Server1_23,ChatGPT,model_Server1_23_158,0.0015
159,1,0.388,Server1_16,ChatGPT,model_Server1_16_159,0.0015
160,1,0.384,Server1_22,ChatGPT,model_Server1_22_160,0.0015
161,1,0.381,Server1_7,ChatGPT,model_Server1_7_161,0.0015
162,1,0.38,Server1_22,ChatGPT,model_Server1_22_162,0.0015
163,1,0.38,Server1_23,ChatGPT,model_Server1_23_163,0.0015
164,1,0.378,Server1_20,ChatGPT,model_Server1_20_164,0.0015
165,1,0.372,Server1_5,ChatGPT,model_Server1_5_165,0.0015
166,1,0.372,Server1_22,ChatGPT,model_Server1_22_166,0.0015
167,1,0.372,Server1_16,ChatGPT,model_Server1_16_167,0.0015
168,1,0.369,Server1_7,ChatGPT,model_Server1_7_168,0.0015
169,1,0.367,Server1_9,ChatGPT,model_Server1_9_169,0.0015
170,1,0.366,Server1_23,ChatGPT,model_Server1_23_170,0.0015
171,1,0.347,Server1_8,ChatGPT,model_Server1_8_171,0.0015
172,1,0.341,Server1_10,ChatGPT,model_Server1_10_172,0.0015
173,1,0.338,Server1_15,ChatGPT,model_Server1_15_173,0.0015
174,1,0.327,Server1_19,ChatGPT,model_Server1_19_174,0.0015
175,1,0.322,Server1_20,ChatGPT,model_Server1_20_175,0.0015
176,1,0.319,Server1_23,ChatGPT,model_Server1_23_176,0.0015
177,1,0.297,Server1_3,ChatGPT,model_Server1_3_177,0.0015
178,1,0.295,Server1_25,ChatGPT,model_Server1_25_178,0.0015
179,1,0.259,Server1_8,ChatGPT,model_Server1_8_179,0.0015
180,1,0.244,Server1_18,ChatGPT,model_Server1_18_180,0.0015
181,1,0.208,Server1_19,ChatGPT,model_Server1_19_181,0.0015
182,1,0.202,Server1_12,ChatGPT,model_Server1_12_182,0.0015
183,1,0.195,Server1_23,ChatGPT,model_Server1_23_183,0.0015
184,1,0.192,Server1_14,ChatGPT,model_Server1_14_184,0.0015
185,1,0.159,Server1_11,ChatGPT,model_Server1_11_185,0.0015
186,1,0.147,Server1_16,ChatGPT,model_Server1_16_186,0.0015
187,1,0.125,Server1_9,ChatGPT,model_Server1_9_187,0.0015
188,1,0.108,Server1_23,ChatGPT,model_Server1_23_188,0.0015
189,1,0.064,Server1_5,ChatGPT,model_Server1_5_189,0.0015
190,1,0.036,Server1_8,ChatGPT,model_Server1_8_190,0.0015
191,1,0.0,Server1_1,ChatGPT,model_Server1_1_191,0.0015
192,2,0.865,Server1_5,GPT-4,model_Server1_5_192,0.03
193,2,0.835,Server1_1,GPT-4,model_Server1_1_193,0.03
194,2,0.83,Server1_8,GPT-4,model_Server1_8_194,0.03
195,2,0.828,Server1_23,GPT-4,model_Server1_23_195,0.03
196,2,0.813,Server1_7,GPT-4,model_Server1_7_196,0.03
197,2,0.775,Server1_21,GPT-4,model_Server1_21_197,0.03
198,2,0.754,Server1_8,GPT-4,model_Server1_8_198,0.03
199,2,0.718,Server1_18,GPT-4,model_Server1_18_199,0.03
200,2,0.691,Server1_21,GPT-4,model_Server1_21_200,0.03
201,2,0.656,Server1_19,GPT-4,model_Server1_19_201,0.03
202,2,0.599,Server1_23,GPT-4,model_Server1_23_202,0.03
203,2,0.416,Server1_15,GPT-4,model_Server1_15_203,0.03
204,2,0.41,Server1_18,GPT-4,model_Server1_18_204,0.03
205,2,0.131,Server1_5,GPT-4,model_Server1_5_205,0.03
206,2,0.103,Server1_13,GPT-4,model_Server1_13_206,0.03
207,2,0.891,Server1_25,GPT-4,model_Server1_25_207,0.03
208,2,0.871,Server1_5,GPT-4,model_Server1_5_208,0.03
209,2,0.821,Server1_25,GPT-4,model_Server1_25_209,0.03
210,2,0.812,Server1_1,GPT-4,model_Server1_1_210,0.03
211,2,0.762,Server1_1,GPT-4,model_Server1_1_211,0.03
212,2,0.658,Server1_25,GPT-4,model_Server1_25_212,0.03
213,2,0.624,Server1_8,GPT-4,model_Server1_8_213,0.03
214,2,0.595,Server1_25,GPT-4,model_Server1_25_214,0.03
215,2,0.594,Server1_18,GPT-4,model_Server1_18_215,0.03
216,2,0.576,Server1_10,GPT-4,model_Server1_10_216,0.03
217,2,0.574,Server1_10,GPT-4,model_Server1_10_217,0.03
218,2,0.417,Server1_5,GPT-4,model_Server1_5_218,0.03
219,2,0.39,Server1_11,GPT-4,model_Server1_11_219,0.03
220,2,0.247,Server1_4,GPT-4,model_Server1_4_220,0.03
221,2,0.067,Server1_11,GPT-4,model_Server1_11_221,0.03
222,3,0.417,Server1_21,GPT-4v,model_Server1_21_222,0.06
223,3,0.417,Server1_3,GPT-4v,model_Server1_3_223,0.06
224,3,0.615,Server1_21,GPT-4v,model_Server1_21_224,0.06
225,3,0.739,Server1_3,GPT-4v,model_Server1_3_225,0.06
226,3,0.835,Server1_3,GPT-4v,model_Server1_3_226,0.06
227,3,0.759,Server1_5,GPT-4v,model_Server1_5_227,0.06
228,1,1.0,Server1_38,ChatGPT,model_Server1_38_228,0.0015
229,1,0.967,Server1_26,ChatGPT,model_Server1_26_229,0.0015
230,1,0.952,Server1_50,ChatGPT,model_Server1_50_230,0.0015
231,1,0.942,Server1_34,ChatGPT,model_Server1_34_231,0.0015
232,1,0.936,Server1_34,ChatGPT,model_Server1_34_232,0.0015
233,1,0.928,Server1_45,ChatGPT,model_Server1_45_233,0.0015
234,1,0.908,Server1_47,ChatGPT,model_Server1_47_234,0.0015
235,1,0.908,Server1_32,ChatGPT,model_Server1_32_235,0.0015
236,1,0.897,Server1_38,ChatGPT,model_Server1_38_236,0.0015
237,1,0.881,Server1_42,ChatGPT,model_Server1_42_237,0.0015
238,1,0.873,Server1_46,ChatGPT,model_Server1_46_238,0.0015
239,1,0.867,Server1_32,ChatGPT,model_Server1_32_239,0.0015
240,1,0.863,Server1_36,ChatGPT,model_Server1_36_240,0.0015
241,1,0.861,Server1_26,ChatGPT,model_Server1_26_241,0.0015
242,1,0.848,Server1_35,ChatGPT,model_Server1_35_242,0.0015
243,1,0.845,Server1_38,ChatGPT,model_Server1_38_243,0.0015
244,1,0.838,Server1_29,ChatGPT,model_Server1_29_244,0.0015
245,1,0.822,Server1_47,ChatGPT,model_Server1_47_245,0.0015
246,1,0.817,Server1_45,ChatGPT,model_Server1_45_246,0.0015
247,1,0.811,Server1_29,ChatGPT,model_Server1_29_247,0.0015
248,1,0.805,Server1_42,ChatGPT,model_Server1_42_248,0.0015
249,1,0.8,Server1_42,ChatGPT,model_Server1_42_249,0.0015
250,1,0.8,Server1_32,ChatGPT,model_Server1_32_250,0.0015
251,1,0.798,Server1_46,ChatGPT,model_Server1_46_251,0.0015
252,1,0.791,Server1_30,ChatGPT,model_Server1_30_252,0.0015
253,1,0.791,Server1_32,ChatGPT,model_Server1_32_253,0.0015
254,1,0.791,Server1_40,ChatGPT,model_Server1_40_254,0.0015
255,1,0.789,Server1_42,ChatGPT,model_Server1_42_255,0.0015
256,1,0.786,Server1_39,ChatGPT,model_Server1_39_256,0.0015
257,1,0.786,Server1_27,ChatGPT,model_Server1_27_257,0.0015
258,1,0.784,Server1_47,ChatGPT,model_Server1_47_258,0.0015
259,1,0.777,Server1_29,ChatGPT,model_Server1_29_259,0.0015
260,1,0.775,Server1_47,ChatGPT,model_Server1_47_260,0.0015
261,1,0.77,Server1_49,ChatGPT,model_Server1_49_261,0.0015
262,1,0.764,Server1_31,ChatGPT,model_Server1_31_262,0.0015
263,1,0.763,Server1_36,ChatGPT,model_Server1_36_263,0.0015
264,1,0.759,Server1_44,ChatGPT,model_Server1_44_264,0.0015
265,1,0.756,Server1_26,ChatGPT,model_Server1_26_265,0.0015
266,1,0.755,Server1_40,ChatGPT,model_Server1_40_266,0.0015
267,1,0.75,Server1_39,ChatGPT,model_Server1_39_267,0.0015
268,1,0.744,Server1_47,ChatGPT,model_Server1_47_268,0.0015
269,1,0.742,Server1_30,ChatGPT,model_Server1_30_269,0.0015
270,1,0.739,Server1_46,ChatGPT,model_Server1_46_270,0.0015
271,1,0.739,Server1_41,ChatGPT,model_Server1_41_271,0.0015
272,1,0.738,Server1_39,ChatGPT,model_Server1_39_272,0.0015
273,1,0.738,Server1_31,ChatGPT,model_Server1_31_273,0.0015
274,1,0.738,Server1_48,ChatGPT,model_Server1_48_274,0.0015
275,1,0.734,Server1_33,ChatGPT,model_Server1_33_275,0.0015
276,1,0.734,Server1_32,ChatGPT,model_Server1_32_276,0.0015
277,1,0.733,Server1_50,ChatGPT,model_Server1_50_277,0.0015
278,1,0.731,Server1_33,ChatGPT,model_Server1_33_278,0.0015
279,1,0.731,Server1_47,ChatGPT,model_Server1_47_279,0.0015
280,1,0.73,Server1_47,ChatGPT,model_Server1_47_280,0.0015
281,1,0.728,Server1_33,ChatGPT,model_Server1_33_281,0.0015
282,1,0.725,Server1_26,ChatGPT,model_Server1_26_282,0.0015
283,1,0.722,Server1_49,ChatGPT,model_Server1_49_283,0.0015
284,1,0.72,Server1_40,ChatGPT,model_Server1_40_284,0.0015
285,1,0.717,Server1_47,ChatGPT,model_Server1_47_285,0.0015
286,1,0.716,Server1_35,ChatGPT,model_Server1_35_286,0.0015
287,1,0.714,Server1_46,ChatGPT,model_Server1_46_287,0.0015
288,1,0.714,Server1_33,ChatGPT,model_Server1_33_288,0.0015
289,1,0.706,Server1_34,ChatGPT,model_Server1_34_289,0.0015
290,1,0.705,Server1_32,ChatGPT,model_Server1_32_290,0.0015
291,1,0.705,Server1_34,ChatGPT,model_Server1_34_291,0.0015
292,1,0.703,Server1_29,ChatGPT,model_Server1_29_292,0.0015
293,1,0.702,Server1_26,ChatGPT,model_Server1_26_293,0.0015
294,1,0.7,Server1_40,ChatGPT,model_Server1_40_294,0.0015
295,1,0.697,Server1_50,ChatGPT,model_Server1_50_295,0.0015
296,1,0.695,Server1_36,ChatGPT,model_Server1_36_296,0.0015
297,1,0.695,Server1_43,ChatGPT,model_Server1_43_297,0.0015
298,1,0.684,Server1_39,ChatGPT,model_Server1_39_298,0.0015
299,1,0.681,Server1_38,ChatGPT,model_Server1_38_299,0.0015
300,1,0.669,Server1_28,ChatGPT,model_Server1_28_300,0.0015
301,1,0.661,Server1_32,ChatGPT,model_Server1_32_301,0.0015
302,1,0.658,Server1_45,ChatGPT,model_Server1_45_302,0.0015
303,1,0.653,Server1_35,ChatGPT,model_Server1_35_303,0.0015
304,1,0.653,Server1_48,ChatGPT,model_Server1_48_304,0.0015
305,1,0.653,Server1_42,ChatGPT,model_Server1_42_305,0.0015
306,1,0.652,Server1_47,ChatGPT,model_Server1_47_306,0.0015
307,1,0.65,Server1_36,ChatGPT,model_Server1_36_307,0.0015
308,1,0.645,Server1_42,ChatGPT,model_Server1_42_308,0.0015
309,1,0.644,Server1_29,ChatGPT,model_Server1_29_309,0.0015
310,1,0.641,Server1_33,ChatGPT,model_Server1_33_310,0.0015
311,1,0.641,Server1_50,ChatGPT,model_Server1_50_311,0.0015
312,1,0.638,Server1_29,ChatGPT,model_Server1_29_312,0.0015
313,1,0.638,Server1_32,ChatGPT,model_Server1_32_313,0.0015
314,1,0.634,Server1_49,ChatGPT,model_Server1_49_314,0.0015
315,1,0.634,Server1_28,ChatGPT,model_Server1_28_315,0.0015
316,1,0.628,Server1_35,ChatGPT,model_Server1_35_316,0.0015
317,1,0.623,Server1_36,ChatGPT,model_Server1_36_317,0.0015
318,1,0.614,Server1_27,ChatGPT,model_Server1_27_318,0.0015
319,1,0.611,Server1_40,ChatGPT,model_Server1_40_319,0.0015
320,1,0.609,Server1_28,ChatGPT,model_Server1_28_320,0.0015
321,1,0.606,Server1_30,ChatGPT,model_Server1_30_321,0.0015
322,1,0.605,Server1_41,ChatGPT,model_Server1_41_322,0.0015
323,1,0.603,Server1_47,ChatGPT,model_Server1_47_323,0.0015
324,1,0.598,Server1_49,ChatGPT,model_Server1_49_324,0.0015
325,1,0.595,Server1_39,ChatGPT,model_Server1_39_325,0.0015
326,1,0.594,Server1_49,ChatGPT,model_Server1_49_326,0.0015
327,1,0.594,Server1_32,ChatGPT,model_Server1_32_327,0.0015
328,1,0.592,Server1_44,ChatGPT,model_Server1_44_328,0.0015
329,1,0.589,Server1_32,ChatGPT,model_Server1_32_329,0.0015
330,1,0.589,Server1_44,ChatGPT,model_Server1_44_330,0.0015
331,1,0.569,Server1_43,ChatGPT,model_Server1_43_331,0.0015
332,1,0.566,Server1_47,ChatGPT,model_Server1_47_332,0.0015
333,1,0.559,Server1_39,ChatGPT,model_Server1_39_333,0.0015
334,1,0.559,Server1_33,ChatGPT,model_Server1_33_334,0.0015
335,1,0.558,Server1_31,ChatGPT,model_Server1_31_335,0.0015
336,1,0.553,Server1_41,ChatGPT,model_Server1_41_336,0.0015
337,1,0.552,Server1_38,ChatGPT,model_Server1_38_337,0.0015
338,1,0.547,Server1_43,ChatGPT,model_Server1_43_338,0.0015
339,1,0.547,Server1_46,ChatGPT,model_Server1_46_339,0.0015
340,1,0.545,Server1_49,ChatGPT,model_Server1_49_340,0.0015
341,1,0.545,Server1_37,ChatGPT,model_Server1_37_341,0.0015
342,1,0.544,Server1_49,ChatGPT,model_Server1_49_342,0.0015
343,1,0.544,Server1_33,ChatGPT,model_Server1_33_343,0.0015
344,1,0.539,Server1_33,ChatGPT,model_Server1_33_344,0.0015
345,1,0.536,Server1_34,ChatGPT,model_Server1_34_345,0.0015
346,1,0.519,Server1_49,ChatGPT,model_Server1_49_346,0.0015
347,1,0.513,Server1_30,ChatGPT,model_Server1_30_347,0.0015
348,1,0.509,Server1_47,ChatGPT,model_Server1_47_348,0.0015
349,1,0.506,Server1_34,ChatGPT,model_Server1_34_349,0.0015
350,1,0.5,Server1_35,ChatGPT,model_Server1_35_350,0.0015
351,1,0.5,Server1_50,ChatGPT,model_Server1_50_351,0.0015
352,1,0.492,Server1_30,ChatGPT,model_Server1_30_352,0.0015
353,1,0.488,Server1_27,ChatGPT,model_Server1_27_353,0.0015
354,1,0.488,Server1_32,ChatGPT,model_Server1_32_354,0.0015
355,1,0.484,Server1_50,ChatGPT,model_Server1_50_355,0.0015
356,1,0.48,Server1_42,ChatGPT,model_Server1_42_356,0.0015
357,1,0.48,Server1_47,ChatGPT,model_Server1_47_357,0.0015
358,1,0.475,Server1_26,ChatGPT,model_Server1_26_358,0.0015
359,1,0.475,Server1_27,ChatGPT,model_Server1_27_359,0.0015
360,1,0.473,Server1_26,ChatGPT,model_Server1_26_360,0.0015
361,1,0.469,Server1_44,ChatGPT,model_Server1_44_361,0.0015
362,1,0.459,Server1_27,ChatGPT,model_Server1_27_362,0.0015
363,1,0.459,Server1_26,ChatGPT,model_Server1_26_363,0.0015
364,1,0.456,Server1_31,ChatGPT,model_Server1_31_364,0.0015
365,1,0.456,Server1_26,ChatGPT,model_Server1_26_365,0.0015
366,1,0.455,Server1_44,ChatGPT,model_Server1_44_366,0.0015
367,1,0.452,Server1_49,ChatGPT,model_Server1_49_367,0.0015
368,1,0.445,Server1_44,ChatGPT,model_Server1_44_368,0.0015
369,1,0.445,Server1_26,ChatGPT,model_Server1_26_369,0.0015
370,1,0.439,Server1_41,ChatGPT,model_Server1_41_370,0.0015
371,1,0.434,Server1_44,ChatGPT,model_Server1_44_371,0.0015
372,1,0.433,Server1_33,ChatGPT,model_Server1_33_372,0.0015
373,1,0.43,Server1_34,ChatGPT,model_Server1_34_373,0.0015
374,1,0.43,Server1_32,ChatGPT,model_Server1_32_374,0.0015
375,1,0.427,Server1_41,ChatGPT,model_Server1_41_375,0.0015
376,1,0.425,Server1_39,ChatGPT,model_Server1_39_376,0.0015
377,1,0.423,Server1_48,ChatGPT,model_Server1_48_377,0.0015
378,1,0.42,Server1_48,ChatGPT,model_Server1_48_378,0.0015
379,1,0.417,Server1_38,ChatGPT,model_Server1_38_379,0.0015
380,1,0.413,Server1_28,ChatGPT,model_Server1_28_380,0.0015
381,1,0.413,Server1_41,ChatGPT,model_Server1_41_381,0.0015
382,1,0.411,Server1_50,ChatGPT,model_Server1_50_382,0.0015
383,1,0.406,Server1_42,ChatGPT,model_Server1_42_383,0.0015
384,1,0.398,Server1_31,ChatGPT,model_Server1_31_384,0.0015
385,1,0.397,Server1_48,ChatGPT,model_Server1_48_385,0.0015
386,1,0.388,Server1_41,ChatGPT,model_Server1_41_386,0.0015
387,1,0.384,Server1_47,ChatGPT,model_Server1_47_387,0.0015
388,1,0.381,Server1_32,ChatGPT,model_Server1_32_388,0.0015
