ServerID,Longitude,Latitude,LinkBandwidth,ComputationCapacity,StorageCapacity,TrafficRate,ClusterID,OriginalID,NormalizedCompute
Server3_1570,12.3194,47.7583,50,57,27,39,Server3,44042753,0.9661016949152542
Server3_1469,13.4498,52.5477,50,57,16,21,Server3,7041853,0.9661016949152542
Server3_765,13.6386,51.0736,50,57,30,34,Server3,27750412,0.9661016949152542
Server3_1546,8.4307,49.0064,50,57,35,24,Server3,23312407,0.9661016949152542
Server3_210,7.1928,51.5785,50,57,26,44,Server3,13120537,0.9661016949152542
Server3_1158,7.3396,52.3296,50,57,33,47,Server3,13995541,0.9661016949152542
Server3_502,6.4194,51.7991,50,57,16,30,Server3,13141762,0.9661016949152542
Server3_216,11.503,51.7713,50,57,23,22,Server3,7763487,0.9661016949152542
Server3_1917,11.7737,52.3697,50,57,21,43,Server3,5815071,0.9661016949152542
Server3_790,12.6649,50.8148,50,57,24,22,Server3,8578563,0.9661016949152542
Server3_815,13.3602,52.4252,50,57,36,35,Server3,6067242,0.9661016949152542
Server3_488,11.5733,49.1988,50,56,19,35,Server3,21785887,0.9491525423728814
Server3_1817,8.2999,49.0918,50,56,29,43,Server3,31538945,0.9491525423728814
Server3_1824,7.1156,51.4424,50,56,17,23,Server3,13925940,0.9491525423728814
Server3_1498,7.7706,51.6338,50,56,26,34,Server3,39387149,0.9491525423728814
Server3_848,12.4332,49.2072,50,56,17,22,Server3,20564227,0.9491525423728814
Server3_1858,12.3818,51.3457,50,56,21,28,Server3,8067882,0.9491525423728814
Server3_1068,11.2872,49.0912,50,56,24,31,Server3,54917,0.9491525423728814
Server3_1037,11.3324,49.0542,50,56,18,20,Server3,44595465,0.9491525423728814
Server3_541,8.5472,49.412,50,56,37,22,Server3,18109211,0.9491525423728814
Server3_1302,12.5057,50.4692,50,56,16,34,Server3,33120512,0.9491525423728814
Server3_1999,7.6184,51.3627,50,56,19,39,Server3,42556418,0.9491525423728814
Server3_1836,11.1013,51.4132,50,56,29,37,Server3,8873474,0.9491525423728814
Server3_259,11.7856,48.1555,50,56,31,43,Server3,20686849,0.9491525423728814
Server3_1016,9.8135,53.984,50,56,28,33,Server3,5954057,0.9491525423728814
Server3_522,13.7663,52.3697,50,56,26,34,Server3,33345537,0.9491525423728814
Server3_1983,10.8911,49.9786,50,56,35,31,Server3,44058890,0.9491525423728814
Server3_1909,7.2393,50.7873,50,56,29,24,Server3,15606571,0.9491525423728814
Server3_1160,10.6935,50.611,50,56,18,32,Server3,2778,0.9491525423728814
Server3_49,6.7897,50.8098,50,56,17,38,Server3,15427359,0.9491525423728814
Server3_617,9.6923,52.4209,50,56,19,26,Server3,10444595,0.9491525423728814
Server3_82,13.4271,52.585,50,56,29,33,Server3,35997198,0.9491525423728814
Server3_1461,6.5677,51.6238,50,56,34,26,Server3,13290537,0.9491525423728814
Server3_122,8.8086,48.2445,50,56,32,31,Server3,23190313,0.9491525423728814
Server3_279,7.2829,51.4555,50,56,37,36,Server3,14352662,0.9491525423728814
Server3_1937,13.5925,52.5384,50,56,32,43,Server3,5382425,0.9491525423728814
Server3_718,6.0552,50.7937,50,56,15,46,Server3,30006536,0.9491525423728814
Server3_912,9.5591,49.8233,50,56,19,39,Server3,46090271,0.9491525423728814
Server3_961,11.5092,48.5103,50,56,21,25,Server3,33762563,0.9491525423728814
Server3_99,8.55,49.4863,50,56,20,24,Server3,30139910,0.9491525423728814
Server3_1353,13.4763,52.5364,50,56,36,41,Server3,6429491,0.9491525423728814
Server3_445,6.9229,50.8961,50,56,32,43,Server3,51574274,0.9491525423728814
Server3_956,11.4514,51.6222,50,56,25,29,Server3,25834598,0.9491525423728814
Server3_579,8.6658,50.1089,50,56,33,34,Server3,15539731,0.9491525423728814
Server3_111,7.9319,51.6653,50,56,17,25,Server3,48804,0.9491525423728814
Server3_353,6.7433,51.2301,50,56,21,45,Server3,15618337,0.9491525423728814
Server3_1385,6.9287,50.9545,50,56,15,26,Server3,26591755,0.9491525423728814
Server3_805,13.644,51.8314,50,56,34,46,Server3,41557009,0.9491525423728814
Server3_254,8.9683,49.5356,50,55,28,24,Server3,46773264,0.9322033898305084
Server3_1312,8.2197,48.8632,50,55,28,33,Server3,47499265,0.9322033898305084
Server3_1355,12.1399,48.5548,50,55,32,34,Server3,26410774,0.9322033898305084
Server3_1278,9.4674,48.8069,50,55,23,34,Server3,40914178,0.9322033898305084
Server3_187,10.7383,52.3911,50,55,35,47,Server3,35623684,0.9322033898305084
Server3_1362,7.011,50.9665,50,55,31,46,Server3,41532418,0.9322033898305084
Server3_1321,13.3972,48.5648,50,55,26,23,Server3,26033434,0.9322033898305084
Server3_1812,12.128,49.4438,50,55,17,30,Server3,56624,0.9322033898305084
Server3_1301,10.9179,49.8844,50,55,18,43,Server3,41945348,0.9322033898305084
Server3_797,7.6364,51.9586,50,55,17,42,Server3,4609,0.9322033898305084
Server3_1720,12.259,51.3388,50,55,23,43,Server3,51599873,0.9322033898305084
Server3_228,9.9536,49.7976,50,55,15,29,Server3,149077255,0.9322033898305084
Server3_505,10.3494,47.7389,50,55,29,22,Server3,44725248,0.9322033898305084
Server3_1718,11.5749,48.012,50,55,16,20,Server3,26077954,0.9322033898305084
Server3_653,10.5784,49.3124,50,55,37,28,Server3,44600321,0.9322033898305084
Server3_403,11.0097,48.0657,50,55,31,34,Server3,26241824,0.9322033898305084
Server3_626,9.2964,51.1476,50,55,30,44,Server3,28913667,0.9322033898305084
Server3_100,6.9185,50.8238,50,55,26,43,Server3,11168271,0.9322033898305084
Server3_962,9.0067,48.6929,50,55,34,42,Server3,48208,0.9322033898305084
Server3_93,7.209,53.3665,50,55,36,45,Server3,52076290,0.9322033898305084
Server3_1232,13.836,51.1624,50,55,33,43,Server3,102573089,0.9322033898305084
Server3_618,7.0243,52.3086,50,55,18,44,Server3,13291297,0.9322033898305084
Server3_1148,14.0353,51.8069,50,55,31,33,Server3,45474823,0.9322033898305084
Server3_432,10.7413,50.5374,50,55,31,33,Server3,8706071,0.9322033898305084
Server3_1605,9.1703,48.8915,50,55,31,37,Server3,102839813,0.9322033898305084
Server3_1134,8.37,51.9057,50,55,19,38,Server3,13027111,0.9322033898305084
Server3_1128,7.7226,53.0207,50,55,24,20,Server3,39379,0.9322033898305084
Server3_1015,13.5618,52.5402,50,55,21,30,Server3,28461314,0.9322033898305084
Server3_572,11.5295,48.1296,50,55,26,26,Server3,6678,0.9322033898305084
Server3_450,13.9365,50.9638,50,55,22,41,Server3,31305478,0.9322033898305084
Server3_1497,7.9051,51.7651,50,55,22,47,Server3,33911296,0.9322033898305084
Server3_1113,9.4317,52.3577,50,55,21,29,Server3,6146,0.9322033898305084
Server3_1969,14.5224,52.3211,50,55,26,25,Server3,5577509,0.9322033898305084
Server3_1971,14.8963,51.25,50,55,20,44,Server3,26201088,0.9322033898305084
Server3_1048,12.2374,50.3366,50,55,28,35,Server3,7811859,0.9322033898305084
Server3_1079,8.5414,51.2209,50,55,37,40,Server3,12888596,0.9322033898305084
Server3_1915,8.8511,53.0602,50,55,25,22,Server3,51611680,0.9322033898305084
Server3_783,8.7093,49.7177,50,55,37,26,Server3,29085699,0.9322033898305084
Server3_1682,8.681,50.1321,50,55,28,34,Server3,18586393,0.9322033898305084
Server3_1212,9.9365,49.7566,50,55,15,46,Server3,19062,0.9322033898305084
Server3_127,14.0369,50.8997,50,55,20,28,Server3,38291460,0.9322033898305084
Server3_1884,6.9187,51.1716,50,55,20,20,Server3,15513642,0.9322033898305084
Server3_1882,6.866,51.9245,50,55,30,32,Server3,31624708,0.9322033898305084
Server3_1679,7.5288,52.2864,50,55,35,26,Server3,30099457,0.9322033898305084
Server3_160,10.9376,51.824,50,55,30,35,Server3,8885505,0.9322033898305084
Server3_879,12.2084,48.0536,50,55,16,21,Server3,21663509,0.9322033898305084
Server3_1418,9.1811,51.1279,50,55,24,30,Server3,7772864624,0.9322033898305084
Server3_1876,12.977,48.2359,50,55,20,44,Server3,60354,0.9322033898305084
Server3_679,7.0423,51.4543,50,55,20,21,Server3,26386432,0.9322033898305084
Server3_1591,12.0917,47.8163,50,54,37,44,Server3,25747262,0.9152542372881356
Server3_553,9.9959,53.45,50,54,17,44,Server3,27146753,0.9152542372881356
Server3_1712,9.1985,48.7973,50,54,32,47,Server3,23043881,0.9152542372881356
Server3_467,12.5979,54.3567,50,54,34,39,Server3,42359808,0.9152542372881356
Server3_704,8.551,49.5199,50,54,33,36,Server3,28007938,0.9152542372881356
Server3_1654,11.7558,48.3531,50,54,27,31,Server3,21730819,0.9152542372881356
Server3_475,11.603,48.3092,50,54,26,20,Server3,25646373,0.9152542372881356
Server3_528,10.3703,51.6841,50,54,17,41,Server3,10633218,0.9152542372881356
Server3_1377,12.4496,53.3002,50,54,37,21,Server3,2797825,0.9152542372881356
Server3_1534,11.8609,47.9543,50,54,37,29,Server3,26143235,0.9152542372881356
Server3_524,13.8064,51.0062,50,54,31,28,Server3,8481281,0.9152542372881356
Server3_1541,9.7814,53.9661,50,54,16,42,Server3,1000,0.9152542372881356
Server3_323,11.5422,52.1642,50,54,21,37,Server3,3125281,0.9152542372881356
Server3_456,8.4084,49.0032,50,54,32,41,Server3,26546706,0.9152542372881356
Server3_336,13.5367,53.9703,50,54,30,43,Server3,39102472,0.9152542372881356
Server3_1756,11.9835,50.8982,50,54,20,45,Server3,8521505,0.9152542372881356
Server3_1492,13.0283,52.3589,50,54,31,26,Server3,36361219,0.9152542372881356
Server3_1747,13.7632,51.0317,50,54,25,31,Server3,7760933,0.9152542372881356
Server3_696,8.5249,48.9382,50,54,15,40,Server3,51320,0.9152542372881356
Server3_1480,9.6379,52.4163,50,54,21,33,Server3,5834260,0.9152542372881356
Server3_1705,11.3568,49.0391,50,54,17,26,Server3,41351961,0.9152542372881356
Server3_349,10.2294,54.4421,50,54,17,39,Server3,43363595,0.9152542372881356
Server3_1743,11.0641,52.2181,50,54,30,39,Server3,53324052,0.9152542372881356
Server3_1683,9.9393,53.3779,50,54,22,37,Server3,28806920,0.9152542372881356
Server3_619,9.8791,49.7861,50,54,31,40,Server3,43964161,0.9152542372881356
Server3_1742,14.5182,51.7099,50,54,36,43,Server3,7851011,0.9152542372881356
Server3_365,11.5898,48.4408,50,54,26,36,Server3,30448387,0.9152542372881356
Server3_658,13.5164,52.4935,50,54,23,25,Server3,6262078,0.9152542372881356
Server3_398,9.1831,48.8898,50,54,22,25,Server3,28542976,0.9152542372881356
Server3_1346,7.5945,50.1283,50,54,32,26,Server3,52110,0.9152542372881356
Server3_2000,7.6542,53.2478,50,54,17,42,Server3,25742342,0.9152542372881356
Server3_1899,11.1525,51.2743,50,54,32,39,Server3,17772,0.9152542372881356
Server3_153,10.5747,49.2579,50,54,37,28,Server3,40154894,0.9152542372881356
Server3_22,11.736,48.1388,50,54,28,27,Server3,45768963,0.9152542372881356
Server3_1045,9.1381,49.9758,50,54,22,36,Server3,43748876,0.9152542372881356
Server3_1095,10.0063,53.553,50,54,33,22,Server3,2709299,0.9152542372881356
Server3_209,8.5741,50.1316,50,54,29,47,Server3,36307075275,0.9152542372881356
Server3_839,8.0342,49.5564,50,54,30,27,Server3,48692,0.9152542372881356
Server3_1033,6.9976,50.9507,50,54,21,34,Server3,16396843,0.9152542372881356
Server3_1213,9.2656,52.2355,50,54,33,30,Server3,29586690,0.9152542372881356
Server3_143,12.3116,48.6199,50,54,15,46,Server3,37789185,0.9152542372881356
Server3_802,8.0204,47.9213,50,54,34,45,Server3,35564800,0.9152542372881356
Server3_1183,14.9217,50.9876,50,54,26,44,Server3,39433477,0.9152542372881356
Server3_933,9.1422,49.9754,50,54,24,20,Server3,16791305,0.9152542372881356
Server3_1143,13.3427,52.5017,50,54,33,30,Server3,102469908,0.9152542372881356
Server3_106,12.3715,51.35,50,54,21,31,Server3,8219145,0.9152542372881356
Server3_104,7.9063,52.267,50,54,34,27,Server3,28792,0.9152542372881356
Server3_972,12.4476,48.6501,50,54,22,24,Server3,20928515,0.9152542372881356
Server3_94,8.5161,50.2962,50,54,26,32,Server3,18092034,0.9152542372881356
Server3_220,7.0934,50.7321,50,54,15,37,Server3,15973646,0.9152542372881356
Server3_91,12.2908,50.5733,50,54,31,21,Server3,8733990,0.9152542372881356
Server3_801,8.8969,54.8495,50,54,28,25,Server3,2773506,0.9152542372881356
Server3_8,13.0004,50.8676,50,54,28,28,Server3,8243744,0.9152542372881356
Server3_1066,7.5428,51.5835,50,54,20,22,Server3,27770627,0.9152542372881356
Server3_1786,10.2443,54.28,50,54,16,42,Server3,52621843,0.9152542372881356
Server3_694,8.6967,50.8582,50,53,28,24,Server3,44139265,0.8983050847457628
Server3_537,11.3542,48.2297,50,53,26,31,Server3,51290,0.8983050847457628
Server3_26,7.1847,50.7906,50,53,36,28,Server3,2833,0.8983050847457628
Server3_256,12.9555,48.8277,50,53,23,35,Server3,28043285,0.8983050847457628
Server3_1260,8.628,50.1416,50,53,36,45,Server3,31247877,0.8983050847457628
Server3_1823,10.6567,50.9527,50,53,26,35,Server3,8567329,0.8983050847457628
Server3_1457,7.6747,52.1535,50,53,34,44,Server3,34735109,0.8983050847457628
Server3_1372,6.9551,50.9425,50,53,15,36,Server3,26577934,0.8983050847457628
Server3_1124,9.1891,49.9961,50,53,37,35,Server3,46178599,0.8983050847457628
Server3_708,13.5968,52.7295,50,53,35,47,Server3,2615041,0.8983050847457628
Server3_472,12.4001,51.2517,50,53,26,34,Server3,8322305,0.8983050847457628
Server3_1972,8.3549,50.5433,50,53,22,27,Server3,18173237,0.8983050847457628
Server3_1854,8.1316,49.1917,50,53,27,47,Server3,53321,0.8983050847457628
Server3_327,7.4939,51.5752,50,53,22,40,Server3,12875029,0.8983050847457628
Server3_90,13.7075,53.544,50,53,30,22,Server3,3261186,0.8983050847457628
Server3_1906,11.9855,54.0001,50,53,17,20,Server3,3869717,0.8983050847457628
Server3_649,12.632,48.2345,50,53,20,43,Server3,11881,0.8983050847457628
Server3_1788,6.7606,51.3821,50,53,25,35,Server3,13914152,0.8983050847457628
Server3_39,11.4622,48.1039,50,53,31,39,Server3,25620503,0.8983050847457628
Server3_145,11.3731,50.6503,50,53,26,20,Server3,61136,0.8983050847457628
Server3_142,13.2962,50.7255,50,53,37,30,Server3,8003095,0.8983050847457628
Server3_1125,9.0616,53.0549,50,53,25,25,Server3,5318676,0.8983050847457628
Server3_1394,11.4772,48.683,50,53,19,26,Server3,26032189,0.8983050847457628
Server3_1197,8.4056,49.8412,50,53,27,32,Server3,44436488,0.8983050847457628
Server3_1771,13.698,51.0864,50,53,18,31,Server3,7927060,0.8983050847457628
Server3_318,8.2459,53.1203,50,53,30,23,Server3,27091201,0.8983050847457628
Server3_1991,9.4146,49.1844,50,53,30,40,Server3,65007,0.8983050847457628
Server3_300,14.5429,52.3384,50,53,26,35,Server3,6322217,0.8983050847457628
Server3_1789,8.6264,50.0819,50,53,16,35,Server3,44277250,0.8983050847457628
Server3_735,12.8985,50.8479,50,53,23,43,Server3,8964650,0.8983050847457628
Server3_297,6.6837,50.481,50,53,27,31,Server3,46229764,0.8983050847457628
Server3_1286,9.4461,54.7745,50,53,33,29,Server3,28221697,0.8983050847457628
Server3_1790,9.2727,48.7609,50,53,31,23,Server3,23811865,0.8983050847457628
Server3_1795,7.1497,50.2244,50,53,17,39,Server3,45558810,0.8983050847457628
Server3_212,8.0268,49.9656,50,53,19,40,Server3,43633687,0.8983050847457628
Server3_959,12.2933,51.8095,50,53,35,42,Server3,27730689,0.8983050847457628
Server3_1624,8.4708,49.479,50,53,16,45,Server3,34840842,0.8983050847457628
Server3_621,6.9163,49.9814,50,53,36,40,Server3,33118,0.8983050847457628
Server3_1089,9.6773,50.5513,50,53,32,43,Server3,15620629,0.8983050847457628
Server3_1544,9.7197,52.3519,50,52,26,39,Server3,28521995,0.8813559322033898
Server3_1935,10.2435,47.6024,50,52,33,34,Server3,25501,0.8813559322033898
Server3_1637,13.875,51.4764,50,52,33,22,Server3,8030229,0.8813559322033898
Server3_235,6.3369,50.8311,50,52,27,30,Server3,2631,0.8813559322033898
Server3_1793,11.7462,48.3511,50,52,36,47,Server3,25829950,0.8813559322033898
Server3_1296,8.7368,52.1273,50,52,34,34,Server3,51285013,0.8813559322033898
Server3_1656,11.5865,50.8015,50,52,26,24,Server3,25836817,0.8813559322033898
Server3_1210,8.6145,49.9526,50,52,21,28,Server3,51966978,0.8813559322033898
Server3_1475,8.6465,49.883,50,52,16,41,Server3,51879955,0.8813559322033898
Server3_1179,11.4223,48.258,50,52,27,38,Server3,26131262,0.8813559322033898
Server3_347,8.7728,53.2025,50,52,16,30,Server3,41090304,0.8813559322033898
Server3_1943,12.3428,51.1945,50,52,37,31,Server3,51605506,0.8813559322033898
Server3_120,13.7709,51.0333,50,52,31,43,Server3,50167,0.8813559322033898
Server3_699,10.0809,53.23,50,52,15,33,Server3,25944322,0.8813559322033898
Server3_1182,8.6769,49.8896,50,52,23,36,Server3,28288263,0.8813559322033898
Server3_1678,9.8999,53.9496,50,52,24,24,Server3,27550978,0.8813559322033898
Server3_359,13.5561,52.402,50,52,35,29,Server3,5144875,0.8813559322033898
Server3_1201,11.5513,48.1258,50,52,22,26,Server3,26364990,0.8813559322033898
Server3_926,8.6675,47.6326,50,52,32,43,Server3,23631422,0.8813559322033898
Server3_1305,6.9158,51.4446,50,52,21,25,Server3,14067750,0.8813559322033898
Server3_465,7.6061,51.9646,50,52,32,37,Server3,15412,0.8813559322033898
Server3_1432,9.8836,52.6712,50,52,25,36,Server3,51592194,0.8813559322033898
Server3_514,6.8364,51.8431,50,52,17,47,Server3,353,0.8813559322033898
Server3_974,11.4721,49.3813,50,52,32,47,Server3,46102784,0.8813559322033898
Server3_1573,13.5764,52.515,50,52,36,39,Server3,40543488,0.8813559322033898
Server3_1529,7.6952,49.3678,50,52,24,33,Server3,36688,0.8813559322033898
Server3_717,11.1526,48.4552,50,52,37,38,Server3,25674518,0.8813559322033898
Server3_1762,11.1465,49.3744,50,52,29,31,Server3,38003,0.8813559322033898
